time,latitude,longitude,isDataPoint,distanceFromSensor(M)
2019-03-30T12:58,32.8783092,-117.2423058,TRUE,0
2019-03-30T12:59,32.8783092,-117.2423058,FALSE,0
2019-03-30T13:00,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:01,32.8783159,-117.2423074,TRUE,0.75984128
2019-03-30T13:02,32.8783087,-117.2423055,TRUE,0.062257007
2019-03-30T13:03,32.8783128,-117.2423069,TRUE,0.41327164
2019-03-30T13:04,32.8783161,-117.2423084,TRUE,0.80474614
2019-03-30T13:05,32.8783087,-117.2423061,TRUE,0.062257007
2019-03-30T13:06,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:07,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T13:08,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:09,32.8783181,-117.242309,TRUE,1.0337681
2019-03-30T13:10,32.8783187,-117.2423092,TRUE,1.1030366
2019-03-30T13:11,32.8783175,-117.242306,TRUE,0.92310685
2019-03-30T13:12,32.878315,-117.2423075,TRUE,0.66418226
2019-03-30T13:13,32.8783145,-117.2423073,TRUE,0.60575155
2019-03-30T13:14,32.8783129,-117.2423064,TRUE,0.41521905
2019-03-30T13:15,32.8783162,-117.2423066,TRUE,0.78194148
2019-03-30T13:16,32.8783162,-117.2423066,FALSE,0.78194148
2019-03-30T13:17,32.8783149,-117.2423079,TRUE,0.66345646
2019-03-30T13:18,32.8783149,-117.2423079,FALSE,0.66345646
2019-03-30T13:19,32.8783163,-117.2423074,TRUE,0.80349846
2019-03-30T13:20,32.8783147,-117.2423073,TRUE,0.62740884
2019-03-30T13:21,32.8783107,-117.2423045,TRUE,0.20629486
2019-03-30T13:22,32.8783106,-117.2423046,TRUE,0.19181179
2019-03-30T13:23,32.8783102,-117.2423053,TRUE,0.12060046
2019-03-30T13:24,32.8783107,-117.2423045,TRUE,0.20629486
2019-03-30T13:25,32.8783107,-117.2423045,FALSE,0.20629486
2019-03-30T13:26,32.8783134,-117.2423067,TRUE,0.47452099
2019-03-30T13:27,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:28,32.8783091,-117.2423056,TRUE,0.02173634
2019-03-30T13:29,32.878315,-117.2423074,TRUE,0.66201228
2019-03-30T13:30,32.8783193,-117.2423108,TRUE,1.2162645
2019-03-30T13:31,32.8783262,-117.2423095,TRUE,1.9216325
2019-03-30T13:32,32.8783189,-117.2423089,TRUE,1.1167647
2019-03-30T13:33,32.8783189,-117.2423089,FALSE,1.1167647
2019-03-30T13:34,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:35,32.8783097,-117.2423055,TRUE,0.062257007
2019-03-30T13:36,32.8783089,-117.2423057,TRUE,0.034640935
2019-03-30T13:37,32.8783186,-117.2423089,TRUE,1.084581
2019-03-30T13:38,32.878322,-117.2423113,TRUE,1.5131318
2019-03-30T13:39,32.878322,-117.2423113,FALSE,1.5131318
2019-03-30T13:40,32.8783197,-117.2423089,TRUE,1.2029009
2019-03-30T13:41,32.8783239,-117.2423084,TRUE,1.6524998
2019-03-30T13:42,32.8783092,-117.2423053,TRUE,0.046692163
2019-03-30T13:43,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:44,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:45,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T13:46,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:47,32.8783143,-117.2423083,TRUE,0.61326968
2019-03-30T13:48,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:49,32.8783157,-117.2423082,TRUE,0.75671858
2019-03-30T13:50,32.8783187,-117.2423078,TRUE,1.0727356
2019-03-30T13:51,32.8783187,-117.2423078,FALSE,1.0727356
2019-03-30T13:52,32.878315,-117.2423068,TRUE,0.65165641
2019-03-30T13:53,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T13:54,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T13:55,32.8783182,-117.2423076,TRUE,1.0147729
2019-03-30T13:56,32.8783169,-117.2423085,TRUE,0.89255445
2019-03-30T13:57,32.8783158,-117.2423083,TRUE,0.77012555
2019-03-30T13:58,32.8783158,-117.2423083,FALSE,0.77012555
2019-03-30T13:59,32.8783149,-117.2423088,TRUE,0.69296622
2019-03-30T14:00,32.8783104,-117.2423046,TRUE,0.17424787
2019-03-30T14:01,32.8783167,-117.2423084,TRUE,0.86858736
2019-03-30T14:02,32.8783087,-117.2423057,TRUE,0.056376274
2019-03-30T14:03,32.8783201,-117.2423076,TRUE,1.2236252
2019-03-30T14:04,32.878309,-117.2423048,TRUE,0.09599586
2019-03-30T14:05,32.8783159,-117.2423076,TRUE,0.76373346
2019-03-30T14:06,32.8783095,-117.2423055,TRUE,0.043561967
2019-03-30T14:07,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:08,32.8783189,-117.2423084,TRUE,1.1055811
2019-03-30T14:09,32.8783189,-117.2423084,FALSE,1.1055811
2019-03-30T14:10,32.8783164,-117.2423074,TRUE,0.81442663
2019-03-30T14:11,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:12,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:13,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T14:14,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:15,32.8783146,-117.2423064,TRUE,0.60306116
2019-03-30T14:16,32.87831,-117.2423047,TRUE,0.13588644
2019-03-30T14:17,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:18,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T14:19,32.8783179,-117.2423076,TRUE,0.98189083
2019-03-30T14:20,32.8783194,-117.2423071,TRUE,1.1406668
2019-03-30T14:21,32.8783106,-117.2423045,TRUE,0.19741307
2019-03-30T14:22,32.8783152,-117.2423072,TRUE,0.67985856
2019-03-30T14:23,32.8783168,-117.2423078,TRUE,0.86547396
2019-03-30T14:24,32.8783168,-117.2423078,FALSE,0.86547396
2019-03-30T14:25,32.8783193,-117.2423065,TRUE,1.1249696
2019-03-30T14:26,32.8783187,-117.2423083,TRUE,1.0818424
2019-03-30T14:27,32.8783195,-117.2423082,TRUE,1.1670307
2019-03-30T14:28,32.8783195,-117.2423082,FALSE,1.1670307
2019-03-30T14:29,32.8783175,-117.2423076,TRUE,0.93810036
2019-03-30T14:30,32.878309,-117.2423061,TRUE,0.035769112
2019-03-30T14:31,32.8783095,-117.2423055,TRUE,0.043561967
2019-03-30T14:32,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:33,32.878308,-117.2423076,TRUE,0.21461468
2019-03-30T14:34,32.8783102,-117.2423045,TRUE,0.1646274
2019-03-30T14:35,32.8783153,-117.2423082,TRUE,0.71435767
2019-03-30T14:36,32.87831,-117.2423054,TRUE,0.096480364
2019-03-30T14:37,32.8783148,-117.2423071,TRUE,0.63441523
2019-03-30T14:38,32.8783148,-117.2423071,FALSE,0.63441523
2019-03-30T14:39,32.8783138,-117.242308,TRUE,0.55121384
2019-03-30T14:40,32.8783138,-117.242308,FALSE,0.55121384
2019-03-30T14:41,32.8783201,-117.2423086,TRUE,1.2399087
2019-03-30T14:42,32.8783201,-117.2423086,FALSE,1.2399087
2019-03-30T14:43,32.8783167,-117.242308,TRUE,0.85889487
2019-03-30T14:44,32.8783178,-117.2423078,TRUE,0.97434441
2019-03-30T14:45,32.8783178,-117.2423078,FALSE,0.97434441
2019-03-30T14:46,32.8783244,-117.2423078,TRUE,1.7004509
2019-03-30T14:47,32.8783195,-117.2423081,TRUE,1.1652733
2019-03-30T14:48,32.8783196,-117.2423081,TRUE,1.1762041
2019-03-30T14:49,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T14:50,32.8783249,-117.2423078,TRUE,1.7557226
2019-03-30T14:51,32.8783249,-117.2423078,FALSE,1.7557226
2019-03-30T14:52,32.8783109,-117.2423045,TRUE,0.22465692
2019-03-30T14:53,32.8783193,-117.2423064,TRUE,1.1244656
2019-03-30T14:54,32.8783183,-117.2423067,TRUE,1.0153582
2019-03-30T14:55,32.8783183,-117.2423075,TRUE,1.0242516
2019-03-30T14:56,32.8783183,-117.2423075,FALSE,1.0242516
2019-03-30T14:57,32.8783202,-117.2423064,TRUE,1.2244269
2019-03-30T14:58,32.8783174,-117.2423073,TRUE,0.92249539
2019-03-30T14:59,32.8783217,-117.2423076,TRUE,1.4000638
2019-03-30T15:00,32.8783202,-117.2423065,TRUE,1.2248897
2019-03-30T15:01,32.878319,-117.2423076,TRUE,1.1025985
2019-03-30T15:02,32.8783179,-117.2423076,TRUE,0.98189083
2019-03-30T15:03,32.8783179,-117.2423076,FALSE,0.98189083
2019-03-30T15:04,32.8783165,-117.2423076,TRUE,0.82894452
2019-03-30T15:05,32.8783159,-117.2423081,TRUE,0.77534902
2019-03-30T15:06,32.8783159,-117.2423081,FALSE,0.77534902
2019-03-30T15:07,32.8783218,-117.2423076,TRUE,1.4111035
2019-03-30T15:08,32.8783162,-117.2423084,TRUE,0.81535437
2019-03-30T15:09,32.8783162,-117.2423084,TRUE,0.81535437
2019-03-30T15:10,32.8783194,-117.2423067,TRUE,1.137298
2019-03-30T15:11,32.8783093,-117.2423056,TRUE,0.02173634
2019-03-30T15:12,32.8783189,-117.2423089,TRUE,1.1167647
2019-03-30T15:13,32.8783134,-117.2423032,TRUE,0.52636293
2019-03-30T15:14,32.8783166,-117.242317,TRUE,1.3307839
2019-03-30T15:15,32.8783124,-117.2423051,TRUE,0.36177847
2019-03-30T15:16,32.8783124,-117.2423051,FALSE,0.36177847
2019-03-30T15:17,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:18,32.8783166,-117.2423171,TRUE,1.3381357
2019-03-30T15:19,32.8783212,-117.2423184,TRUE,1.7790302
2019-03-30T15:20,32.8783247,-117.2423175,TRUE,2.04066
2019-03-30T15:21,32.8783079,-117.2423082,TRUE,0.26669558
2019-03-30T15:22,32.8783079,-117.2423082,FALSE,0.26669558
2019-03-30T15:23,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:24,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:25,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T15:26,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:27,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:28,32.8783095,-117.242309,FALSE,0.30068599
2019-03-30T15:29,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:30,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:31,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:32,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:33,32.8783095,-117.242309,TRUE,0.30068599
2019-03-30T15:34,32.8783095,-117.242309,FALSE,0.30068599
