time,lat,lon,elevation,accuracy,bearing,speed,satellites
2019-03-05T09:09:52.927Z,32.878348,-117.242306,0,20.744,0,0,0
2019-03-05T09:10:54.053Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T09:11:55.079Z,32.878353,-117.242308,0,21.182,0,0,0
2019-03-05T09:12:56.211Z,32.878352,-117.242307,0,21.33,0,0,0
2019-03-05T09:13:57.331Z,32.878354,-117.242307,0,22,0,0,0
2019-03-05T09:14:58.667Z,32.878358,-117.242307,0,22.266,0,0,0
2019-03-05T09:16:11.876Z,32.878347,-117.242309,0,21.011,0,0,0
2019-03-05T09:17:12.908Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T09:18:51.891Z,32.878356,-117.242305,0,21.446,0,0,0
2019-03-05T09:19:52.961Z,32.878356,-117.242306,0,21.416,0,0,0
2019-03-05T09:20:54.076Z,32.878353,-117.242309,0,21.055,0,0,0
2019-03-05T09:22:27.091Z,32.878358,-117.242308,0,21.046,0,0,0
2019-03-05T09:24:10.814Z,32.878329,-117.242307,0,21.579,0,0,0
2019-03-05T09:25:11.904Z,32.878351,-117.242308,0,21.449,0,0,0
2019-03-05T09:26:32.372Z,32.878353,-117.242309,0,21.078,0,0,0
2019-03-05T09:28:08.516Z,32.878348,-117.242305,0,21.065,0,0,0
2019-03-05T09:29:09.801Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T09:30:26.083Z,32.878348,-117.242306,0,21.186,0,0,0
2019-03-05T09:31:27.366Z,32.878352,-117.242307,0,21.371,0,0,0
2019-03-05T09:32:28.405Z,32.878356,-117.242305,0,21.392,0,0,0
2019-03-05T09:33:29.971Z,32.878348,-117.242306,0,21.057,0,0,0
2019-03-05T09:34:31.060Z,32.878353,-117.242309,0,21.034,0,0,0
2019-03-05T09:35:32.191Z,32.878351,-117.24231,0,21.208,0,0,0
2019-03-05T09:36:33.317Z,32.878351,-117.242308,0,21.455,0,0,0
2019-03-05T09:37:34.360Z,32.878352,-117.242306,0,21.362,0,0,0
2019-03-05T09:38:35.385Z,32.878355,-117.242305,0,21.422,0,0,0
2019-03-05T09:39:36.396Z,32.878346,-117.242309,0,20.999,0,0,0
2019-03-05T09:40:37.403Z,32.878349,-117.242303,0,21.16,0,0,0
2019-03-05T09:41:38.383Z,32.878349,-117.242303,0,21.13,0,0,0
2019-03-05T09:42:39.373Z,32.878347,-117.242308,0,20.804,0,0,0
2019-03-05T09:43:40.403Z,32.878354,-117.242305,0,21.614,0,0,0
2019-03-05T09:44:41.444Z,32.878347,-117.242306,0,20.825,0,0,0
2019-03-05T09:46:11.860Z,32.878347,-117.242309,0,21.192,0,0,0
2019-03-05T09:47:12.858Z,32.878348,-117.242305,0,21.019,0,0,0
2019-03-05T09:48:13.829Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T09:49:36.496Z,32.878351,-117.242306,0,21.177,0,0,0
2019-03-05T09:50:37.541Z,32.878355,-117.242305,0,21.423,0,0,0
2019-03-05T09:51:41.693Z,32.878352,-117.242311,0,21.199,0,0,0
2019-03-05T09:52:42.766Z,32.878339,-117.242299,0,20.811,0,0,0
2019-03-05T09:53:43.784Z,32.878347,-117.242309,0,21.041,0,0,0
2019-03-05T09:54:44.816Z,32.878341,-117.242295,0,21.184,0,0,0
2019-03-05T09:55:45.851Z,32.878347,-117.242309,0,21.038,0,0,0
2019-03-05T09:56:46.871Z,32.878353,-117.242307,0,21.42,0,0,0
2019-03-05T09:58:12.267Z,32.87836,-117.242309,0,22.388,0,0,0
2019-03-05T09:59:49.153Z,32.878353,-117.242307,0,21.368,0,0,0
2019-03-05T10:01:11.855Z,32.878354,-117.242309,0,21.876,0,0,0
2019-03-05T10:02:12.938Z,32.878354,-117.242309,0,21.901,0,0,0
2019-03-05T10:03:14.044Z,32.878352,-117.242311,0,22.054,0,0,0
2019-03-05T10:04:47.837Z,32.878352,-117.242311,0,22.074,0,0,0
2019-03-05T10:05:48.881Z,32.878352,-117.242308,0,21.48,0,0,0
2019-03-05T10:06:49.957Z,32.878353,-117.242307,0,21.381,0,0,0
2019-03-05T10:08:20.368Z,32.878338,-117.242301,0,21.064,0,0,0
2019-03-05T10:09:49.138Z,32.878359,-117.242308,0,21.051,0,0,0
2019-03-05T10:10:50.426Z,32.878348,-117.242305,0,21.031,0,0,0
2019-03-05T10:11:51.507Z,32.878353,-117.242306,0,21.373,0,0,0
2019-03-05T10:12:52.560Z,32.878348,-117.242305,0,21.025,0,0,0
2019-03-05T10:13:53.661Z,32.878351,-117.242308,0,21.26,0,0,0
2019-03-05T10:14:54.789Z,32.878349,-117.242303,0,21.144,0,0,0
2019-03-05T10:16:11.876Z,32.878348,-117.242305,0,21.052,0,0,0
2019-03-05T10:17:12.888Z,32.878347,-117.242309,0,21.037,0,0,0
2019-03-05T10:18:23.663Z,32.878347,-117.242309,0,21.029,0,0,0
2019-03-05T10:19:53.454Z,32.878347,-117.242307,0,20.821,0,0,0
2019-03-05T10:20:54.584Z,32.878351,-117.242308,0,21.263,0,0,0
2019-03-05T10:21:55.651Z,32.878352,-117.242308,0,21.453,0,0,0
2019-03-05T10:22:56.740Z,32.878352,-117.242308,0,22.119,0,0,0
2019-03-05T10:23:57.783Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T10:25:29.020Z,32.878352,-117.242308,0,21.458,0,0,0
2019-03-05T10:26:30.072Z,32.878347,-117.242308,0,21.022,0,0,0
2019-03-05T10:27:31.208Z,32.878351,-117.24231,0,21.172,0,0,0
2019-03-05T10:28:32.522Z,32.878348,-117.242306,0,21.168,0,0,0
2019-03-05T10:29:53.487Z,32.878357,-117.242306,0,21.427,0,0,0
2019-03-05T10:31:12.270Z,32.878351,-117.242308,0,21.453,0,0,0
2019-03-05T10:32:13.354Z,32.878351,-117.24231,0,21.164,0,0,0
2019-03-05T10:33:35.970Z,32.878356,-117.242305,0,21.398,0,0,0
2019-03-05T10:34:37.006Z,32.878351,-117.242308,0,21.251,0,0,0
2019-03-05T10:36:10.901Z,32.878357,-117.242306,0,22.161,0,0,0
2019-03-05T10:37:12.031Z,32.878351,-117.242308,0,21.442,0,0,0
2019-03-05T10:38:13.160Z,32.878351,-117.242308,0,21.45,0,0,0
2019-03-05T10:39:53.497Z,32.878349,-117.242304,0,21.485,0,0,0
2019-03-05T10:41:32.926Z,32.878347,-117.242309,0,21.267,0,0,0
2019-03-05T10:42:34.346Z,32.878348,-117.242305,0,21.018,0,0,0
2019-03-05T10:43:35.500Z,32.878356,-117.242305,0,21.404,0,0,0
2019-03-05T10:45:14.271Z,32.878353,-117.242307,0,21.362,0,0,0
2019-03-05T10:46:31.419Z,32.878351,-117.242308,0,21.449,0,0,0
2019-03-05T10:47:34.393Z,32.878357,-117.242306,0,21.4,0,0,0
2019-03-05T10:48:35.525Z,32.878353,-117.242307,0,21.383,0,0,0
2019-03-05T10:49:53.655Z,32.878351,-117.24231,0,21.172,0,0,0
2019-03-05T10:51:30.114Z,32.878353,-117.242307,0,21.351,0,0,0
2019-03-05T10:52:31.616Z,32.878351,-117.242308,0,21.25,0,0,0
2019-03-05T10:53:40.256Z,32.878351,-117.242308,0,21.448,0,0,0
2019-03-05T10:54:50.452Z,32.878351,-117.242308,0,21.455,0,0,0
2019-03-05T10:56:28.859Z,32.878353,-117.242308,0,21.42,0,0,0
2019-03-05T10:57:29.977Z,32.878357,-117.242306,0,21.448,0,0,0
2019-03-05T10:58:31.119Z,32.878351,-117.242308,0,21.457,0,0,0
2019-03-05T10:59:56.707Z,32.878356,-117.242305,0,21.446,0,0,0
2019-03-05T11:01:27.622Z,32.878351,-117.242308,0,21.279,0,0,0
2019-03-05T11:02:55.160Z,32.878356,-117.242306,0,21.403,0,0,0
2019-03-05T11:03:56.224Z,32.878358,-117.242308,0,21.041,0,0,0
2019-03-05T11:04:57.274Z,32.878353,-117.242309,0,21.254,0,0,0
2019-03-05T11:06:26.433Z,32.878351,-117.242308,0,21.264,0,0,0
2019-03-05T11:07:27.570Z,32.878352,-117.242309,0,21.468,0,0,0
2019-03-05T11:08:28.629Z,32.878347,-117.242308,0,21.033,0,0,0
2019-03-05T11:09:56.730Z,32.878354,-117.242311,0,21.937,0,0,0
2019-03-05T11:11:25.086Z,32.878351,-117.242309,0,21.27,0,0,0
2019-03-05T11:12:26.152Z,32.878357,-117.242305,0,21.423,0,0,0
2019-03-05T11:13:27.252Z,32.878351,-117.242308,0,21.276,0,0,0
2019-03-05T11:14:46.964Z,32.878356,-117.242305,0,21.4,0,0,0
2019-03-05T11:16:23.880Z,32.878351,-117.242308,0,21.45,0,0,0
2019-03-05T11:17:25.009Z,32.878351,-117.242308,0,21.451,0,0,0
2019-03-05T11:18:36.774Z,32.878351,-117.242308,0,21.253,0,0,0
2019-03-05T11:19:56.760Z,32.878346,-117.242309,0,21.004,0,0,0
2019-03-05T11:21:41.725Z,32.878347,-117.242308,0,20.778,0,0,0
2019-03-05T11:22:42.749Z,32.878351,-117.242311,0,21.167,0,0,0
2019-03-05T11:23:43.805Z,32.878351,-117.242309,0,21.448,0,0,0
2019-03-05T11:24:44.884Z,32.878351,-117.242309,0,21.459,0,0,0
2019-03-05T11:25:46.003Z,32.878351,-117.242309,0,21.459,0,0,0
2019-03-05T11:26:47.266Z,32.878352,-117.242308,0,21.462,0,0,0
2019-03-05T11:27:48.594Z,32.878351,-117.242308,0,21.463,0,0,0
2019-03-05T11:28:49.725Z,32.878351,-117.242308,0,21.467,0,0,0
2019-03-05T11:29:56.797Z,32.878353,-117.242308,0,21.38,0,0,0
2019-03-05T11:31:12.696Z,32.878351,-117.242308,0,21.267,0,0,0
2019-03-05T11:32:13.719Z,32.878351,-117.242308,0,21.265,0,0,0
2019-03-05T11:33:14.839Z,32.878351,-117.24231,0,21.181,0,0,0
2019-03-05T11:34:15.977Z,32.878351,-117.242308,0,21.466,0,0,0
2019-03-05T11:35:17.056Z,32.878351,-117.242308,0,21.472,0,0,0
2019-03-05T11:36:23.204Z,32.878352,-117.242308,0,21.466,0,0,0
2019-03-05T11:37:49.800Z,32.878357,-117.242306,0,21.402,0,0,0
2019-03-05T11:38:51.055Z,32.878351,-117.242308,0,21.467,0,0,0
2019-03-05T11:39:56.913Z,32.878351,-117.242308,0,21.462,0,0,0
2019-03-05T11:40:58.024Z,32.878353,-117.242307,0,21.366,0,0,0
2019-03-05T11:42:34.413Z,32.878353,-117.24231,0,21.24,0,0,0
2019-03-05T11:43:52.397Z,32.878351,-117.242309,0,21.256,0,0,0
2019-03-05T11:44:53.527Z,32.878351,-117.242308,0,21.456,0,0,0
2019-03-05T11:46:11.856Z,32.878357,-117.242306,0,21.391,0,0,0
2019-03-05T11:47:53.324Z,32.878351,-117.242308,0,21.273,0,0,0
2019-03-05T11:48:54.365Z,32.878351,-117.242308,0,21.468,0,0,0
2019-03-05T11:49:56.947Z,32.878351,-117.242311,0,21.18,0,0,0
2019-03-05T11:51:41.606Z,32.878357,-117.242306,0,21.422,0,0,0
2019-03-05T11:52:52.042Z,32.878351,-117.242308,0,21.461,0,0,0
2019-03-05T11:54:05.768Z,32.878352,-117.242308,0,21.455,0,0,0
2019-03-05T11:55:06.850Z,32.878352,-117.242308,0,21.462,0,0,0
2019-03-05T11:56:07.914Z,32.878353,-117.242307,0,21.393,0,0,0
2019-03-05T11:57:50.827Z,32.878353,-117.242307,0,21.4,0,0,0
2019-03-05T11:58:51.927Z,32.878352,-117.242308,0,21.467,0,0,0
2019-03-05T11:59:57.033Z,32.878352,-117.242308,0,21.466,0,0,0
2019-03-05T12:01:31.230Z,32.878351,-117.242307,0,21.269,0,0,0
2019-03-05T12:02:49.561Z,32.878351,-117.242308,0,21.272,0,0,0
2019-03-05T12:03:50.690Z,32.878353,-117.242307,0,21.368,0,0,0
2019-03-05T12:04:51.861Z,32.878351,-117.242308,0,21.268,0,0,0
2019-03-05T12:05:52.970Z,32.878351,-117.242308,0,21.46,0,0,0
2019-03-05T12:06:54.013Z,32.878351,-117.242308,0,21.272,0,0,0
2019-03-05T12:07:55.125Z,32.878348,-117.242306,0,21.168,0,0,0
2019-03-05T12:08:56.245Z,32.878351,-117.24231,0,21.179,0,0,0
2019-03-05T12:09:57.383Z,32.878351,-117.242308,0,21.45,0,0,0
2019-03-05T12:10:58.423Z,32.878351,-117.242308,0,21.267,0,0,0
2019-03-05T12:11:59.517Z,32.878351,-117.242308,0,21.263,0,0,0
2019-03-05T12:13:35.603Z,32.878351,-117.242308,0,21.458,0,0,0
2019-03-05T12:14:36.696Z,32.878351,-117.242308,0,21.259,0,0,0
2019-03-05T12:16:02.481Z,32.878356,-117.242305,0,21.415,0,0,0
2019-03-05T12:17:03.673Z,32.878351,-117.24231,0,21.179,0,0,0
2019-03-05T12:18:34.229Z,32.878356,-117.242305,0,21.4,0,0,0
2019-03-05T12:19:57.369Z,32.878352,-117.242307,0,21.384,0,0,0
2019-03-05T12:21:41.704Z,32.878352,-117.242307,0,21.366,0,0,0
2019-03-05T12:22:42.930Z,32.878351,-117.242308,0,21.45,0,0,0
2019-03-05T12:23:44.167Z,32.878357,-117.242306,0,21.39,0,0,0
2019-03-05T12:24:45.353Z,32.878352,-117.242308,0,21.452,0,0,0
2019-03-05T12:25:46.436Z,32.878351,-117.242308,0,21.449,0,0,0
2019-03-05T12:26:47.488Z,32.878347,-117.242309,0,21.006,0,0,0
2019-03-05T12:27:48.593Z,32.878356,-117.242305,0,21.381,0,0,0
2019-03-05T12:28:49.726Z,32.878355,-117.242305,0,21.38,0,0,0
2019-03-05T12:29:57.539Z,32.878351,-117.24231,0,21.182,0,0,0
2019-03-05T12:31:13.083Z,32.878356,-117.242305,0,21.398,0,0,0
2019-03-05T12:32:14.296Z,32.878351,-117.242308,0,21.251,0,0,0
2019-03-05T12:33:48.319Z,32.878356,-117.242305,0,21.415,0,0,0
2019-03-05T12:35:28.549Z,32.878351,-117.242308,0,21.275,0,0,0
2019-03-05T12:36:39.647Z,32.878351,-117.24231,0,21.186,0,0,0
2019-03-05T12:37:40.703Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T12:38:46.977Z,32.878357,-117.242308,0,21.009,0,0,0
2019-03-05T12:39:57.722Z,32.878352,-117.242307,0,21.36,0,0,0
2019-03-05T12:40:58.846Z,32.878351,-117.242308,0,21.262,0,0,0
2019-03-05T12:42:34.365Z,32.878356,-117.242305,0,21.406,0,0,0
2019-03-05T12:43:45.732Z,32.878356,-117.242305,0,21.4,0,0,0
2019-03-05T12:44:46.806Z,32.878351,-117.242308,0,21.458,0,0,0
2019-03-05T12:46:02.441Z,32.878351,-117.242308,0,21.45,0,0,0
2019-03-05T12:47:34.307Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T12:48:44.427Z,32.878351,-117.242308,0,21.457,0,0,0
2019-03-05T12:49:57.639Z,32.878353,-117.242307,0,21.373,0,0,0
2019-03-05T12:51:41.786Z,32.878351,-117.242308,0,21.26,0,0,0
2019-03-05T12:53:08.180Z,32.878353,-117.242307,0,21.363,0,0,0
2019-03-05T12:54:49.067Z,32.878353,-117.242307,0,21.363,0,0,0
2019-03-05T12:55:50.209Z,32.878357,-117.242306,0,21.411,0,0,0
2019-03-05T12:56:51.351Z,32.878351,-117.242308,0,21.461,0,0,0
2019-03-05T12:58:30.828Z,32.878352,-117.242309,0,22.139,0,0,0
2019-03-05T12:59:57.656Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T13:01:02.467Z,32.878357,-117.242306,0,21.397,0,0,0
2019-03-05T13:02:31.445Z,32.878357,-117.242306,0,21.411,0,0,0
2019-03-05T13:03:32.495Z,32.878358,-117.242306,0,22.245,0,0,0
2019-03-05T13:04:56.335Z,32.878352,-117.242308,0,21.452,0,0,0
2019-03-05T13:05:57.455Z,32.878352,-117.242308,0,21.449,0,0,0
2019-03-05T13:06:58.519Z,32.878347,-117.242309,0,21.009,0,0,0
2019-03-05T13:07:59.567Z,32.878358,-117.242306,0,22.239,0,0,0
2019-03-05T13:09:00.647Z,32.878354,-117.242308,0,22.378,0,0,0
2019-03-05T13:10:01.723Z,32.878354,-117.242308,0,22.033,0,0,0
2019-03-05T13:11:02.812Z,32.878354,-117.242308,0,22.039,0,0,0
2019-03-05T13:12:03.823Z,32.878347,-117.242306,0,20.754,0,0,0
2019-03-05T13:13:04.863Z,32.878348,-117.242306,0,21.167,0,0,0
2019-03-05T13:14:10.516Z,32.878354,-117.242307,0,21.373,0,0,0
2019-03-05T13:15:11.612Z,32.878358,-117.242306,0,22.261,0,0,0
2019-03-05T13:16:12.779Z,32.878352,-117.242308,0,21.457,0,0,0
2019-03-05T13:17:31.522Z,32.878354,-117.242308,0,22.387,0,0,0
2019-03-05T13:18:32.590Z,32.878352,-117.242308,0,21.454,0,0,0
2019-03-05T13:19:35.979Z,32.878352,-117.242311,0,22.03,0,0,0
2019-03-05T13:20:37.527Z,32.878353,-117.242307,0,21.364,0,0,0
2019-03-05T13:21:57.715Z,32.878353,-117.242308,0,21.497,0,0,0
2019-03-05T13:23:17.760Z,32.878356,-117.242305,0,21.403,0,0,0
2019-03-05T13:24:38.072Z,32.878357,-117.242305,0,21.411,0,0,0
2019-03-05T13:25:58.416Z,32.878353,-117.242307,0,21.376,0,0,0
2019-03-05T13:27:18.702Z,32.878351,-117.24231,0,21.178,0,0,0
2019-03-05T13:28:38.904Z,32.878352,-117.242311,0,21.192,0,0,0
2019-03-05T13:30:01.917Z,32.878357,-117.242308,0,21.024,0,0,0
2019-03-05T13:31:22.400Z,32.878356,-117.242305,0,21.39,0,0,0
2019-03-05T13:32:42.667Z,32.878353,-117.242307,0,21.592,0,0,0
2019-03-05T13:34:02.945Z,32.878351,-117.242308,0,21.451,0,0,0
2019-03-05T13:35:23.006Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T13:36:44.112Z,32.878351,-117.242308,0,21.61,0,0,0
2019-03-05T13:38:04.325Z,32.878351,-117.242308,0,21.451,0,0,0
2019-03-05T13:39:24.508Z,32.878351,-117.242308,0,21.585,0,0,0
2019-03-05T13:40:44.814Z,32.878353,-117.242307,0,21.345,0,0,0
2019-03-05T13:42:05.008Z,32.878353,-117.242307,0,21.25,0,0,0
2019-03-05T13:43:25.284Z,32.878351,-117.242308,0,21.447,0,0,0
2019-03-05T13:44:45.767Z,32.878351,-117.242308,0,21.259,0,0,0
2019-03-05T13:46:06.021Z,32.878351,-117.242308,0,21.448,0,0,0
2019-03-05T13:47:31.431Z,32.878353,-117.242307,0,21.363,0,0,0
2019-03-05T13:48:51.624Z,32.878351,-117.242308,0,21.248,0,0,0
2019-03-05T13:50:12.436Z,32.878351,-117.242309,0,21.447,0,0,0
2019-03-05T13:51:32.471Z,32.878351,-117.242309,0,21.444,0,0,0
2019-03-05T13:52:52.644Z,32.878351,-117.242308,0,21.439,0,0,0
2019-03-05T13:54:13.019Z,32.878357,-117.242306,0,21.404,0,0,0
2019-03-05T13:55:33.118Z,32.878353,-117.242307,0,21.363,0,0,0
2019-03-05T13:56:53.504Z,32.878358,-117.242306,0,22.251,0,0,0
2019-03-05T13:58:18.754Z,32.878352,-117.242308,0,21.457,0,0,0
2019-03-05T13:59:38.925Z,32.878352,-117.242308,0,21.444,0,0,0
2019-03-05T14:00:39.973Z,32.878358,-117.242307,0,22.246,0,0,0
2019-03-05T14:02:02.485Z,32.87836,-117.242309,0,22.018,0,0,0
2019-03-05T14:03:22.658Z,32.878354,-117.242309,0,21.235,0,0,0
2019-03-05T14:04:42.709Z,32.878353,-117.242308,0,21.386,0,0,0
2019-03-05T14:06:02.992Z,32.878347,-117.242308,0,20.988,0,0,0
2019-03-05T14:07:04.727Z,32.878352,-117.242309,0,22.106,0,0,0
2019-03-05T14:08:06.893Z,32.878352,-117.242309,0,22.114,0,0,0
2019-03-05T14:09:09.355Z,32.878353,-117.242307,0,22.035,0,0,0
2019-03-05T14:10:10.482Z,32.878352,-117.242309,0,22.128,0,0,0
2019-03-05T14:11:12.843Z,32.878352,-117.242308,0,22.13,0,0,0
2019-03-05T14:12:14.274Z,32.878352,-117.242309,0,22.118,0,0,0
2019-03-05T14:13:30.816Z,32.878352,-117.242311,0,22.035,0,0,0
2019-03-05T14:15:03.537Z,32.878352,-117.242309,0,22.11,0,0,0
2019-03-05T14:16:04.659Z,32.878353,-117.242307,0,21.946,0,0,0
2019-03-05T14:17:06.607Z,32.878351,-117.242309,0,22.088,0,0,0
2019-03-05T14:18:48.207Z,32.878347,-117.242309,0,21.081,0,0,0
2019-03-05T14:20:02.286Z,32.878351,-117.242307,0,21.206,0,0,0
2019-03-05T14:21:42.861Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T14:23:15.836Z,32.878353,-117.242305,0,21.383,0,0,0
2019-03-05T14:24:18.097Z,32.878353,-117.242305,0,21.075,0,0,0
2019-03-05T14:25:31.801Z,32.878348,-117.242305,0,21.026,0,0,0
2019-03-05T14:26:33.441Z,32.878351,-117.242306,0,21.178,0,0,0
2019-03-05T14:27:35.204Z,32.87834,-117.242295,0,21.198,0,0,0
2019-03-05T14:28:36.930Z,32.878355,-117.242304,0,20.984,0,0,0
2019-03-05T14:29:46.042Z,32.878347,-117.242306,0,20.789,0,0,0
2019-03-05T14:30:47.989Z,32.878339,-117.242297,0,21.102,0,0,0
2019-03-05T14:31:49.359Z,32.878353,-117.242304,0,21.402,0,0,0
2019-03-05T14:33:16.890Z,32.878349,-117.242304,0,21.47,0,0,0
2019-03-05T14:34:47.167Z,32.878351,-117.242308,0,21.256,0,0,0
2019-03-05T14:36:06.269Z,32.87835,-117.242308,0,21.211,0,0,0
2019-03-05T14:37:07.976Z,32.87835,-117.242308,0,21.255,0,0,0
2019-03-05T14:38:10.744Z,32.878351,-117.242307,0,21.24,0,0,0
2019-03-05T14:39:13.098Z,32.878348,-117.242306,0,21.148,0,0,0
2019-03-05T14:40:50.418Z,32.878351,-117.242308,0,21.033,0,0,0
2019-03-05T14:42:36.245Z,32.878352,-117.242309,0,21.002,0,0,0
2019-03-05T14:43:38.608Z,32.878352,-117.242307,0,21.136,0,0,0
2019-03-05T14:45:02.260Z,32.878355,-117.242305,0,21.401,0,0,0
2019-03-05T14:46:04.820Z,32.87835,-117.242308,0,21.242,0,0,0
2019-03-05T14:47:34.412Z,32.878355,-117.242305,0,21.443,0,0,0
2019-03-05T14:49:02.357Z,32.878347,-117.242307,0,21.106,0,0,0
2019-03-05T14:50:05.247Z,32.878351,-117.242306,0,21.178,0,0,0
2019-03-05T14:51:43.276Z,32.878353,-117.242305,0,21.379,0,0,0
2019-03-05T14:53:02.489Z,32.878347,-117.242307,0,21.152,0,0,0
2019-03-05T14:54:48.041Z,32.878349,-117.242307,0,21.275,0,0,0
2019-03-05T14:55:50.616Z,32.87835,-117.242308,0,21.255,0,0,0
2019-03-05T14:57:01.867Z,32.87835,-117.242308,0,21.244,0,0,0
2019-03-05T14:58:40.574Z,32.878347,-117.242309,0,20.964,0,0,0
