time,lat,lon,elevation,accuracy,bearing,speed,satellites
2019-03-05T15:00:08.034Z,32.878347,-117.242308,0,20.971,0,0,0
2019-03-05T15:01:09.502Z,32.878351,-117.242309,0,21.223,0,0,0
2019-03-05T15:02:11.860Z,32.878351,-117.242308,0,21.226,0,0,0
2019-03-05T15:03:40.574Z,32.878351,-117.242306,0,21.121,0,0,0
2019-03-05T15:05:17.959Z,32.878355,-117.242305,0,21.598,0,0,0
2019-03-05T15:07:18.046Z,32.87835,-117.242308,0,21.218,0,0,0
2019-03-05T15:08:20.647Z,32.878355,-117.242305,0,21.349,0,0,0
2019-03-05T15:09:22.967Z,32.878351,-117.24231,0,21.127,0,0,0
2019-03-05T15:10:50.745Z,32.878351,-117.242308,0,21.223,0,0,0
2019-03-05T15:11:53.045Z,32.87835,-117.24231,0,21.109,0,0,0
2019-03-05T15:12:54.144Z,32.87835,-117.242308,0,21.208,0,0,0
2019-03-05T15:14:39.002Z,32.878347,-117.242309,0,20.966,0,0,0
2019-03-05T15:15:52.829Z,32.87835,-117.242309,0,21.144,0,0,0
2019-03-05T15:16:54.684Z,32.878355,-117.242305,0,21.381,0,0,0
2019-03-05T15:18:40.731Z,32.878347,-117.242309,0,21.035,0,0,0
2019-03-05T15:19:53.098Z,32.878342,-117.242307,0,21.504,0,0,0
2019-03-05T15:20:54.275Z,32.878351,-117.242308,0,21.236,0,0,0
2019-03-05T15:21:55.364Z,32.87835,-117.242308,0,21.228,0,0,0
2019-03-05T15:22:57.719Z,32.878347,-117.242307,0,21.109,0,0,0
2019-03-05T15:23:59.464Z,32.87835,-117.242308,0,21.268,0,0,0
2019-03-05T15:25:01.816Z,32.878347,-117.242307,0,21.171,0,0,0
2019-03-05T15:26:03.973Z,32.878347,-117.242307,0,21.133,0,0,0
2019-03-05T15:27:06.018Z,32.87835,-117.242308,0,21.21,0,0,0
2019-03-05T15:28:09.012Z,32.878351,-117.242308,0,21.261,0,0,0
2019-03-05T15:29:10.947Z,32.87835,-117.24231,0,21.155,0,0,0
2019-03-05T15:30:13.281Z,32.878347,-117.242309,0,21.001,0,0,0
2019-03-05T15:31:14.924Z,32.878352,-117.242307,0,21.374,0,0,0
2019-03-05T15:32:17.587Z,32.87835,-117.242308,0,21.243,0,0,0
2019-03-05T15:33:40.261Z,32.878335,-117.242313,0,21.589,0,0,0
2019-03-05T15:34:42.105Z,32.878338,-117.242301,0,21.086,0,0,0
2019-03-05T15:36:17.459Z,32.878355,-117.242307,0,20.899,0,0,0
2019-03-05T15:37:47.507Z,32.878351,-117.24231,0,21.148,0,0,0
2019-03-05T15:38:49.849Z,32.87835,-117.242308,0,21.221,0,0,0
2019-03-05T15:40:06.552Z,32.878352,-117.242307,0,21.19,0,0,0
2019-03-05T15:41:07.728Z,32.878361,-117.242303,0,22.238,0,0,0
2019-03-05T15:42:08.804Z,32.878421,-117.242322,0,21.286,0,0,0
2019-03-05T15:43:34.241Z,32.878348,-117.242305,0,21.011,0,0,0
2019-03-05T15:44:35.483Z,32.878352,-117.242308,0,23.16,0,0,0
2019-03-05T15:45:37.090Z,32.878357,-117.242305,0,21.44,0,0,0
2019-03-05T15:46:38.307Z,32.878355,-117.242306,0,22.283,0,0,0
2019-03-05T15:47:40.563Z,32.878357,-117.242305,0,22.052,0,0,0
2019-03-05T15:48:51.736Z,32.87814,-117.242129,0,31.968,0,0,0
2019-03-05T15:49:53.315Z,32.878388,-117.242136,0,23.068,0,0,0
2019-03-05T15:50:55.746Z,32.879008,-117.242274,0,28.389,0,0,0
2019-03-05T15:52:00.866Z,32.878931,-117.242712,0,24.829,0,0,0
2019-03-05T15:53:02.250Z,32.878957,-117.242704,0,24.809,0,0,0
2019-03-05T15:54:03.404Z,32.878935,-117.242439,0,25.561,0,0,0
2019-03-05T15:55:05.593Z,32.878936,-117.242427,0,27.722,0,0,0
2019-03-05T15:56:38.730Z,32.878282,-117.24228,0,29.801,0,0,0
2019-03-05T15:57:40.788Z,32.878335,-117.242291,0,21.606,0,0,0
2019-03-05T15:58:43.203Z,32.878339,-117.242297,0,21.15,0,0,0
2019-03-05T16:00:15.334Z,32.878339,-117.242297,0,21.159,0,0,0
2019-03-05T16:02:00.755Z,32.878341,-117.242299,0,20.4,0,0,0
2019-03-05T16:03:40.317Z,32.878341,-117.242299,0,34.4,0,0,0
2019-03-05T16:05:00.818Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:06:39.884Z,32.878341,-117.242299,0,22.5,0,0,0
2019-03-05T16:08:00.066Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:09:01.592Z,32.878339,-117.242296,0,20.98,0,0,0
2019-03-05T16:10:46.651Z,32.878341,-117.242299,0,34.4,0,0,0
2019-03-05T16:11:48.281Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:12:50.126Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:13:51.684Z,32.878341,-117.242299,0,30,0,0,0
2019-03-05T16:14:53.055Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:15:55.104Z,32.878341,-117.242299,0,20.9,0,0,0
2019-03-05T16:16:57.228Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:18:39.937Z,32.878341,-117.242299,0,22.5,0,0,0
2019-03-05T16:19:41.027Z,32.87833,-117.242289,0,21.47,0,0,0
2019-03-05T16:20:41.967Z,32.878341,-117.242299,0,34.4,0,0,0
2019-03-05T16:21:43.368Z,32.878341,-117.242299,0,30,0,0,0
2019-03-05T16:22:45.789Z,32.878331,-117.242285,0,22.786,0,0,0
2019-03-05T16:23:47.388Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:24:49.229Z,32.878345,-117.242299,0,21.22,0,0,0
2019-03-05T16:25:51.795Z,32.878341,-117.242299,0,20.9,0,0,0
2019-03-05T16:26:57.738Z,32.878342,-117.242299,0,21.293,0,0,0
2019-03-05T16:27:59.887Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:29:01.430Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:30:03.514Z,32.878341,-117.242299,0,20.4,0,0,0
2019-03-05T16:31:04.996Z,32.87834,-117.242296,0,21.184,0,0,0
2019-03-05T16:32:07.367Z,32.878349,-117.242304,0,21.05,0,0,0
2019-03-05T16:33:39.959Z,32.878351,-117.242306,0,21.302,0,0,0
2019-03-05T16:34:42.208Z,32.878352,-117.242305,0,21.194,0,0,0
2019-03-05T16:36:04.564Z,32.878352,-117.242305,0,21.228,0,0,0
2019-03-05T16:37:07.183Z,32.878352,-117.242306,0,21.183,0,0,0
2019-03-05T16:38:09.326Z,32.878426,-117.242362,0,24.612,0,0,0
2019-03-05T16:39:12.498Z,32.878342,-117.242299,0,21.28,0,0,0
2019-03-05T16:40:13.763Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:41:14.752Z,32.878341,-117.242299,0,34.4,0,0,0
2019-03-05T16:42:35.173Z,32.878341,-117.242299,0,28.1,0,0,0
2019-03-05T16:44:10.504Z,32.878339,-117.242297,0,21.056,0,0,0
2019-03-05T16:45:44.130Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:47:08.316Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:48:52.855Z,32.878341,-117.242299,0,36.9,0,0,0
2019-03-05T16:50:11.696Z,32.87835,-117.242305,0,20.943,0,0,0
2019-03-05T16:51:41.784Z,32.878339,-117.242297,0,20.953,0,0,0
2019-03-05T16:52:52.652Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:53:55.106Z,32.878339,-117.242297,0,21.194,0,0,0
2019-03-05T16:54:57.584Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T16:56:12.823Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:57:15.498Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T16:58:44.112Z,32.878341,-117.242299,0,20.1,0,0,0
2019-03-05T17:00:02.650Z,32.878339,-117.242298,0,21.077,0,0,0
2019-03-05T17:01:15.299Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T17:02:16.327Z,32.878339,-117.242298,0,21.139,0,0,0
2019-03-05T17:03:39.718Z,32.878341,-117.242299,0,20.4,0,0,0
2019-03-05T17:05:16.373Z,32.878341,-117.242299,0,36.9,0,0,0
2019-03-05T17:06:18.280Z,32.87834,-117.242296,0,21.158,0,0,0
2019-03-05T17:07:20.333Z,32.878351,-117.242306,0,21.288,0,0,0
2019-03-05T17:08:22.276Z,32.878353,-117.242305,0,21.242,0,0,0
2019-03-05T17:09:24.314Z,32.878351,-117.242306,0,21.336,0,0,0
2019-03-05T17:10:48.515Z,32.878351,-117.242305,0,21.202,0,0,0
2019-03-05T17:11:50.114Z,32.87835,-117.242306,0,21.306,0,0,0
2019-03-05T17:13:23.001Z,32.878351,-117.242306,0,21.312,0,0,0
2019-03-05T17:15:10.033Z,32.878348,-117.242306,0,20.944,0,0,0
2019-03-05T17:16:12.136Z,32.878339,-117.242298,0,21.362,0,0,0
2019-03-05T17:17:22.715Z,32.87835,-117.242304,0,21.175,0,0,0
2019-03-05T17:18:38.933Z,32.87834,-117.242299,0,21.173,0,0,0
2019-03-05T17:19:41.072Z,32.878339,-117.242298,0,20.977,0,0,0
2019-03-05T17:21:21.409Z,32.878354,-117.242306,0,20.87,0,0,0
2019-03-05T17:22:30.201Z,32.878351,-117.242308,0,21.467,0,0,0
2019-03-05T17:23:32.035Z,32.878341,-117.242299,0,21.6,0,0,0
2019-03-05T17:24:33.900Z,32.878344,-117.242312,0,21.014,0,0,0
2019-03-05T17:25:49.538Z,32.878351,-117.242308,0,21.277,0,0,0
2019-03-05T17:27:22.755Z,32.878352,-117.242311,0,22.011,0,0,0
2019-03-05T17:28:24.445Z,32.878352,-117.242309,0,22.112,0,0,0
2019-03-05T17:29:42.476Z,32.878352,-117.242309,0,22.097,0,0,0
2019-03-05T17:30:54.872Z,32.878352,-117.242309,0,22.094,0,0,0
2019-03-05T17:31:57.222Z,32.878352,-117.242309,0,22.098,0,0,0
2019-03-05T17:33:39.920Z,32.87836,-117.242309,0,21.948,0,0,0
2019-03-05T17:35:19.230Z,32.878352,-117.242309,0,21.42,0,0,0
2019-03-05T17:36:59.986Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T17:38:02.409Z,32.878354,-117.242308,0,21.985,0,0,0
2019-03-05T17:39:04.613Z,32.878352,-117.24231,0,21.324,0,0,0
2019-03-05T17:40:06.550Z,32.878352,-117.242309,0,21.44,0,0,0
2019-03-05T17:41:35.142Z,32.878351,-117.24231,0,21.34,0,0,0
2019-03-05T17:42:37.420Z,32.878352,-117.24231,0,21.316,0,0,0
2019-03-05T17:43:39.976Z,32.878352,-117.242309,0,21.427,0,0,0
2019-03-05T17:44:42.123Z,32.878385,-117.242326,0,21.771,0,0,0
2019-03-05T17:46:26.260Z,32.878347,-117.242306,0,20.789,0,0,0
2019-03-05T17:47:28.638Z,32.878351,-117.242308,0,21.073,0,0,0
2019-03-05T17:48:30.770Z,32.878339,-117.242299,0,20.814,0,0,0
2019-03-05T17:49:32.680Z,32.878351,-117.242306,0,21.175,0,0,0
2019-03-05T17:50:34.272Z,32.878347,-117.242306,0,20.778,0,0,0
2019-03-05T17:51:42.825Z,32.87835,-117.242306,0,21.174,0,0,0
2019-03-05T17:52:44.669Z,32.878351,-117.242307,0,21.192,0,0,0
2019-03-05T17:53:47.649Z,32.878341,-117.242299,0,20,0,0,0
2019-03-05T17:54:50.020Z,32.878347,-117.242306,0,20.782,0,0,0
2019-03-05T17:55:51.415Z,32.878339,-117.242299,0,20.794,0,0,0
2019-03-05T17:56:54.705Z,32.878347,-117.242306,0,20.767,0,0,0
2019-03-05T17:57:56.857Z,32.878347,-117.242306,0,20.782,0,0,0
2019-03-05T17:58:57.820Z,32.878347,-117.242306,0,20.778,0,0,0
2019-03-05T18:00:02.909Z,32.878347,-117.242306,0,20.765,0,0,0
2019-03-05T18:01:04.256Z,32.878341,-117.242298,0,21.389,0,0,0
2019-03-05T18:02:05.485Z,32.878346,-117.242297,0,21.218,0,0,0
2019-03-05T18:03:06.951Z,32.878355,-117.242307,0,20.843,0,0,0
2019-03-05T18:04:08.179Z,32.878379,-117.242348,0,22.893,0,0,0
2019-03-05T18:05:09.318Z,32.878657,-117.242134,0,36.736,0,0,0
2019-03-05T18:06:10.623Z,32.878875,-117.241715,0,24.398,0,0,0
2019-03-05T18:07:12.076Z,32.879765,-117.240897,0,26.568,0,0,0
2019-03-05T18:08:29.519Z,32.879852,-117.24036,0,25.685,0,0,0
2019-03-05T18:09:30.982Z,32.880288,-117.239318,0,22.705,0,0,0
2019-03-05T18:11:12.000Z,32.880148,-117.237792,92,16.687,44.3,0.68,14
2019-03-05T18:12:15.000Z,32.880375,-117.236778,88,13.653,77.9,1.6,11
2019-03-05T18:13:38.000Z,32.880542,-117.235771,69,25.789,25.6,1.15,11
2019-03-05T18:14:57.000Z,32.881135,-117.234984,85,25.789,77.4,1.97,16
2019-03-05T18:14:54.363Z,32.881883,-117.234146,0,23.585,0,0,0
2019-03-05T18:17:42.967Z,32.88173,-117.233595,0,21.97,0,0,0
2019-03-05T18:19:07.023Z,32.881687,-117.233563,0,22.189,0,0,0
2019-03-05T18:20:28.706Z,32.881692,-117.233593,0,23.006,0,0,0
2019-03-05T18:22:10.417Z,32.881659,-117.233466,0,30.563,0,0,0
2019-03-05T18:23:31.544Z,32.881641,-117.233508,0,27.98,0,0,0
2019-03-05T18:25:05.486Z,32.881744,-117.233529,0,24.756,0,0,0
2019-03-05T18:26:10.160Z,32.881687,-117.233523,0,22.516,0,0,0
2019-03-05T18:27:19.307Z,32.881639,-117.233509,0,27.966,0,0,0
2019-03-05T18:28:20.343Z,32.881653,-117.233496,0,24.792,0,0,0
2019-03-05T18:30:02.796Z,32.881671,-117.233508,0,24.77,0,0,0
2019-03-05T18:31:03.882Z,32.881675,-117.233515,0,22.641,0,0,0
2019-03-05T18:32:41.200Z,32.881672,-117.233591,0,27.684,0,0,0
