time,latitude,longitude,isDataPoint,within15(M),distanceFromSensor(M),distanceFromSupercomputerSensor(M),insideOutsideVal,locationType:
2019-03-06_ioT01:26,32.878353000000004,-117.24230800000001,TRUE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT01:27,32.878353000000004,-117.24230800000001,FALSE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT01:28,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:29,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT01:30,32.878351,-117.24231,FALSE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT01:31,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:32,32.878353000000004,-117.24230800000001,TRUE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT01:33,32.878358,-117.24230800000001,TRUE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT01:34,32.878353000000004,-117.242309,TRUE,1,0,704.58947,Inside,building
2019-03-06_ioT01:35,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:36,32.878341,-117.242299,FALSE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:37,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:38,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT01:39,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT01:40,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT01:41,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT01:42,32.878347999999995,-117.2423,TRUE,1,1.0077095,704.8309,Inside,building
2019-03-06_ioT01:43,32.878355,-117.24230700000001,TRUE,1,0.29041305,704.31721,Inside,building
2019-03-06_ioT01:44,32.878353999999995,-117.24230800000001,TRUE,1,0.14520653,704.45334,Inside,building
2019-03-06_ioT01:45,32.878353999999995,-117.24230800000001,FALSE,1,0.14520653,704.45334,Inside,building
2019-03-06_ioT01:46,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT01:47,32.878358,-117.24230800000001,TRUE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT01:48,32.878353999999995,-117.24230800000001,TRUE,1,0.14520653,704.45334,Inside,building
2019-03-06_ioT01:49,32.878356,-117.242306,TRUE,1,0.43561958,704.18108,Inside,building
2019-03-06_ioT01:50,32.878358,-117.24230800000001,TRUE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT01:51,32.878353999999995,-117.24230800000001,TRUE,1,0.14520653,704.45334,Inside,building
2019-03-06_ioT01:52,32.878353999999995,-117.24230800000001,TRUE,1,0.14520653,704.45334,Inside,building
2019-03-06_ioT01:53,32.878355,-117.242306,TRUE,1,0.35769101,704.2858,Inside,building
2019-03-06_ioT01:54,32.878352,-117.24231,TRUE,1,0.14520653,704.7256,Inside,building
2019-03-06_ioT01:55,32.878352,-117.24231,FALSE,1,0.14520653,704.7256,Inside,building
2019-03-06_ioT01:56,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT01:57,32.878352,-117.242306,TRUE,1,0.30141322,704.59998,Inside,building
2019-03-06_ioT01:58,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT01:59,32.878347999999995,-117.242306,FALSE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT02:00,32.878364000000005,-117.242303,TRUE,1,1.3453714,703.24912,Inside,building
2019-03-06_ioT02:01,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:02,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:03,32.878338,-117.242302,TRUE,1,1.7914466,705.94115,Inside,building
2019-03-06_ioT02:04,32.878338,-117.242302,FALSE,1,1.7914466,705.94115,Inside,building
2019-03-06_ioT02:05,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT02:06,32.878353999999995,-117.24230700000001,TRUE,1,0.21736331,704.42193,Inside,building
2019-03-06_ioT02:07,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:08,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:09,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT02:10,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:11,32.878353000000004,-117.24230800000001,TRUE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT02:12,32.878352,-117.24230700000001,TRUE,1,0.21736331,704.63137,Inside,building
2019-03-06_ioT02:13,32.878353999999995,-117.24230700000001,TRUE,1,0.21736331,704.42193,Inside,building
2019-03-06_ioT02:14,32.878358,-117.24230700000001,TRUE,1,0.58650685,704.00307,Inside,building
2019-03-06_ioT02:15,32.878358,-117.24230700000001,FALSE,1,0.58650685,704.00307,Inside,building
2019-03-06_ioT02:16,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT02:17,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:18,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT02:19,32.878356,-117.242306,TRUE,1,0.43561958,704.18108,Inside,building
2019-03-06_ioT02:20,32.878353000000004,-117.242309,TRUE,1,0,704.58947,Inside,building
2019-03-06_ioT02:21,32.878353000000004,-117.242309,FALSE,1,0,704.58947,Inside,building
2019-03-06_ioT02:22,32.878358,-117.24230800000001,TRUE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT02:23,32.878358,-117.24230800000001,FALSE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT02:24,32.878329,-117.24230700000001,TRUE,1,2.6752058,707.0405,Inside,building
2019-03-06_ioT02:25,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT02:26,32.878353000000004,-117.242309,TRUE,1,0,704.58947,Inside,building
2019-03-06_ioT02:27,32.878353000000004,-117.242309,FALSE,1,0,704.58947,Inside,building
2019-03-06_ioT02:28,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT02:29,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:30,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT02:31,32.878352,-117.24230700000001,TRUE,1,0.21736331,704.63137,Inside,building
2019-03-06_ioT02:32,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT02:33,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT02:34,32.878353000000004,-117.242309,TRUE,1,0,704.58947,Inside,building
2019-03-06_ioT02:35,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT02:36,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT02:37,32.878352,-117.242306,TRUE,1,0.30141322,704.59998,Inside,building
2019-03-06_ioT02:38,32.878355,-117.242305,TRUE,1,0.43472661,704.25441,Inside,building
2019-03-06_ioT02:39,32.878346,-117.242309,TRUE,1,0.77836449,705.32249,Inside,building
2019-03-06_ioT02:40,32.878349,-117.242303,TRUE,1,0.71538204,704.8201,Inside,building
2019-03-06_ioT02:41,32.878349,-117.242303,TRUE,1,0.71538204,704.8201,Inside,building
2019-03-06_ioT02:42,32.878347,-117.24230800000001,TRUE,1,0.6736734,705.18638,Inside,building
2019-03-06_ioT02:43,32.878353999999995,-117.242305,TRUE,1,0.38973619,704.35914,Inside,building
2019-03-06_ioT02:44,32.878347,-117.242306,TRUE,1,0.72360269,705.12364,Inside,building
2019-03-06_ioT02:45,32.878347,-117.242306,FALSE,1,0.72360269,705.12364,Inside,building
2019-03-06_ioT02:46,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT02:47,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT02:48,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT02:49,32.878351,-117.242306,TRUE,1,0.35769102,704.7047,Inside,building
2019-03-06_ioT02:50,32.878355,-117.242305,TRUE,1,0.43472661,704.25441,Inside,building
2019-03-06_ioT02:51,32.878352,-117.24231100000002,TRUE,1,0.21736331,704.75704,Inside,building
2019-03-06_ioT02:52,32.878339000000004,-117.242299,TRUE,1,1.8153423,705.74259,Inside,building
2019-03-06_ioT02:53,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT02:54,32.878341,-117.242295,TRUE,1,1.8680748,705.40808,Inside,building
2019-03-06_ioT02:55,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT02:56,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT02:57,32.878353000000004,-117.24230700000001,FALSE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT02:58,32.87836,-117.242309,TRUE,1,0.77836449,703.85654,Inside,building
2019-03-06_ioT02:59,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:00,32.878353000000004,-117.24230700000001,FALSE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:01,32.878353999999995,-117.242309,TRUE,1,0.11119493,704.48476,Inside,building
2019-03-06_ioT03:02,32.878353999999995,-117.242309,TRUE,1,0.11119493,704.48476,Inside,building
2019-03-06_ioT03:03,32.878352,-117.24231100000002,TRUE,1,0.21736331,704.75704,Inside,building
2019-03-06_ioT03:04,32.878352,-117.24231100000002,TRUE,1,0.21736331,704.75704,Inside,building
2019-03-06_ioT03:05,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT03:06,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:07,32.878353000000004,-117.24230700000001,FALSE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:08,32.878338,-117.242301,TRUE,1,1.8275914,705.90988,Inside,building
2019-03-06_ioT03:09,32.878359,-117.24230800000001,TRUE,1,0.6736734,703.92979,Inside,building
2019-03-06_ioT03:10,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT03:11,32.878353000000004,-117.242306,TRUE,1,0.28015285,704.49525,Inside,building
2019-03-06_ioT03:12,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT03:13,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:14,32.878349,-117.242303,TRUE,1,0.71538204,704.8201,Inside,building
2019-03-06_ioT03:15,32.878349,-117.242303,FALSE,1,0.71538204,704.8201,Inside,building
2019-03-06_ioT03:16,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT03:17,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT03:18,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT03:19,32.878347,-117.24230700000001,TRUE,1,0.69281868,705.155,Inside,building
2019-03-06_ioT03:20,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:21,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT03:22,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT03:23,32.878341,-117.242299,TRUE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT03:24,32.878341,-117.242299,FALSE,1,1.6286569,705.53302,Inside,building
2019-03-06_ioT03:25,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT03:26,32.878347,-117.24230800000001,TRUE,1,0.6736734,705.18638,Inside,building
2019-03-06_ioT03:27,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT03:28,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT03:29,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT03:30,32.878357,-117.242306,FALSE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT03:31,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:32,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT03:33,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT03:34,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:35,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:36,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT03:37,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:38,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:39,32.878349,-117.242304,TRUE,1,0.64486014,704.85145,Inside,building
2019-03-06_ioT03:40,32.878349,-117.242304,FALSE,1,0.64486014,704.85145,Inside,building
2019-03-06_ioT03:41,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT03:42,32.878347999999995,-117.242305,TRUE,1,0.66980429,704.98754,Inside,building
2019-03-06_ioT03:43,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT03:44,32.878356,-117.242305,FALSE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT03:45,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:46,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:47,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT03:48,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:49,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT03:50,32.878351,-117.24231,FALSE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT03:51,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT03:52,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:53,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:54,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:55,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:56,32.878353000000004,-117.24230800000001,TRUE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT03:57,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT03:58,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT03:59,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT04:00,32.878356,-117.242305,FALSE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT04:01,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:02,32.878356,-117.242306,TRUE,1,0.43561958,704.18108,Inside,building
2019-03-06_ioT04:03,32.878358,-117.24230800000001,TRUE,1,0.56376273,704.0345,Inside,building
2019-03-06_ioT04:04,32.878353000000004,-117.242309,TRUE,1,0,704.58947,Inside,building
2019-03-06_ioT04:05,32.878353000000004,-117.242309,FALSE,1,0,704.58947,Inside,building
2019-03-06_ioT04:06,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:07,32.878352,-117.242309,TRUE,1,0.11119493,704.69418,Inside,building
2019-03-06_ioT04:08,32.878347,-117.24230800000001,TRUE,1,0.6736734,705.18638,Inside,building
2019-03-06_ioT04:09,32.878353999999995,-117.24231100000002,TRUE,1,0.21736331,704.54764,Inside,building
2019-03-06_ioT04:10,32.878353999999995,-117.24231100000002,FALSE,1,0.21736331,704.54764,Inside,building
2019-03-06_ioT04:11,32.878351,-117.242309,TRUE,1,0.22238985,704.7989,Inside,building
2019-03-06_ioT04:12,32.878357,-117.242305,TRUE,1,0.58082611,704.04496,Inside,building
2019-03-06_ioT04:13,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:14,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT04:15,32.878356,-117.242305,FALSE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT04:16,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:17,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:18,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:19,32.878346,-117.242309,TRUE,1,0.77836449,705.32249,Inside,building
2019-03-06_ioT04:20,32.878346,-117.242309,FALSE,1,0.77836449,705.32249,Inside,building
2019-03-06_ioT04:21,32.878347,-117.24230800000001,TRUE,1,0.6736734,705.18638,Inside,building
2019-03-06_ioT04:22,32.878351,-117.24231100000002,TRUE,1,0.29041306,704.86174,Inside,building
2019-03-06_ioT04:23,32.878351,-117.242309,TRUE,1,0.22238985,704.7989,Inside,building
2019-03-06_ioT04:24,32.878351,-117.242309,TRUE,1,0.22238985,704.7989,Inside,building
2019-03-06_ioT04:25,32.878351,-117.242309,TRUE,1,0.22238985,704.7989,Inside,building
2019-03-06_ioT04:26,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT04:27,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:28,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:29,32.878353000000004,-117.24230800000001,TRUE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT04:30,32.878353000000004,-117.24230800000001,FALSE,1,0.093384282,704.55805,Inside,building
2019-03-06_ioT04:31,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:32,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:33,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT04:34,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:35,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:36,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT04:37,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT04:38,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:39,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:40,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT04:41,32.878353000000004,-117.24230700000001,FALSE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT04:42,32.878353000000004,-117.24231,TRUE,1,0.093384282,704.6209,Inside,building
2019-03-06_ioT04:43,32.878351,-117.242309,TRUE,1,0.22238985,704.7989,Inside,building
2019-03-06_ioT04:44,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:45,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:46,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT04:47,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:48,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:49,32.878351,-117.24231100000002,TRUE,1,0.29041306,704.86174,Inside,building
2019-03-06_ioT04:50,32.878351,-117.24231100000002,FALSE,1,0.29041306,704.86174,Inside,building
2019-03-06_ioT04:51,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT04:52,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:53,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT04:54,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT04:55,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT04:56,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT04:57,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT04:58,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT04:59,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT05:00,32.878352,-117.24230800000001,FALSE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT05:01,32.878351,-117.24230700000001,TRUE,1,0.29041306,704.73609,Inside,building
2019-03-06_ioT05:02,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:03,32.878353000000004,-117.24230700000001,TRUE,1,0.18676856,704.52665,Inside,building
2019-03-06_ioT05:04,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:05,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:06,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:07,32.878347999999995,-117.242306,TRUE,1,0.62257001,705.0189,Inside,building
2019-03-06_ioT05:08,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT05:09,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:10,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:11,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:12,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:13,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:14,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:15,32.878351,-117.24230800000001,FALSE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:16,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT05:17,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT05:18,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT05:19,32.878352,-117.24230700000001,TRUE,1,0.21736331,704.63137,Inside,building
2019-03-06_ioT05:20,32.878352,-117.24230700000001,FALSE,1,0.21736331,704.63137,Inside,building
2019-03-06_ioT05:21,32.878352,-117.24230700000001,TRUE,1,0.21736331,704.63137,Inside,building
2019-03-06_ioT05:22,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:23,32.878357,-117.242306,TRUE,1,0.52565635,704.07637,Inside,building
2019-03-06_ioT05:24,32.878352,-117.24230800000001,TRUE,1,0.14520653,704.66277,Inside,building
2019-03-06_ioT05:25,32.878351,-117.24230800000001,TRUE,1,0.24120089,704.76749,Inside,building
2019-03-06_ioT05:26,32.878347,-117.242309,TRUE,1,0.66716956,705.21777,Inside,building
2019-03-06_ioT05:27,32.878356,-117.242305,TRUE,1,0.50080813,704.14969,Inside,building
2019-03-06_ioT05:28,32.878355,-117.242305,TRUE,1,0.43472661,704.25441,Inside,building
2019-03-06_ioT05:29,32.878351,-117.24231,TRUE,1,0.24120089,704.83031,Inside,building
2019-03-06_ioT05:30,32.878351,-117.24231,FALSE,1,0.24120089,704.83031,Inside,building
