time,lat,lon
2019-03-10T00:56:44.372Z,32.87839,-117.242306
2019-03-10T00:57:56.291Z,32.878389,-117.242306
2019-03-10T00:59:40.189Z,32.878386,-117.242313
2019-03-10T01:00:42.157Z,32.878396,-117.242309
2019-03-10T01:01:47.272Z,32.878388,-117.242307
2019-03-10T01:03:11.901Z,32.878386,-117.242313
2019-03-10T01:04:14.621Z,32.878394,-117.242307
2019-03-10T01:05:16.417Z,32.878386,-117.242313
2019-03-10T01:07:01.843Z,32.878392,-117.242309
2019-03-10T01:08:43.513Z,32.878396,-117.242309
2019-03-10T01:10:15.515Z,32.878386,-117.242313
2019-03-10T01:11:18.278Z,32.878386,-117.242313
2019-03-10T01:12:43.263Z,32.878392,-117.242309
2019-03-10T01:13:45.144Z,32.878394,-117.242307
2019-03-10T01:14:46.773Z,32.878394,-117.242307
2019-03-10T01:16:16.341Z,32.878394,-117.242308
2019-03-10T01:17:18.438Z,32.87839,-117.242308
2019-03-10T01:18:21.259Z,32.878388,-117.242307
2019-03-10T01:19:28.373Z,32.878388,-117.242308
2019-03-10T01:20:30.605Z,32.878389,-117.242309
2019-03-10T01:22:09.421Z,32.878389,-117.242307
2019-03-10T01:23:34.936Z,32.878388,-117.242307
2019-03-10T01:24:53.365Z,32.878389,-117.242308
2019-03-10T01:26:09.017Z,32.878391,-117.242307
2019-03-10T01:27:19.162Z,32.878395,-117.242308
2019-03-10T01:28:47.385Z,32.878386,-117.242313
2019-03-10T01:30:33.539Z,32.878389,-117.242307
2019-03-10T01:31:41.974Z,32.878391,-117.24231
2019-03-10T01:33:11.378Z,32.878387,-117.242308
2019-03-10T01:34:49.346Z,32.878388,-117.242308
2019-03-10T01:36:12.842Z,32.878389,-117.242308
2019-03-10T01:37:34.842Z,32.87839,-117.242309
2019-03-10T01:38:57.250Z,32.878397,-117.242309
2019-03-10T01:40:18.442Z,32.878394,-117.24231
2019-03-10T01:41:41.103Z,32.87839,-117.242309
2019-03-10T01:43:04.749Z,32.878391,-117.242309
2019-03-10T01:44:27.385Z,32.878395,-117.242307
2019-03-10T01:45:50.949Z,32.878391,-117.242308
2019-03-10T01:47:14.852Z,32.878395,-117.242308
2019-03-10T01:48:37.068Z,32.878386,-117.242313
2019-03-10T01:49:58.305Z,32.878386,-117.242313
2019-03-10T01:51:21.730Z,32.878388,-117.242309
2019-03-10T01:52:43.064Z,32.878388,-117.242307
2019-03-10T01:54:04.517Z,32.878386,-117.242313
2019-03-10T01:55:27.255Z,32.878397,-117.242309
2019-03-10T01:56:49.575Z,32.87839,-117.242306
2019-03-10T01:58:12.772Z,32.878386,-117.242313
2019-03-10T01:59:36.594Z,32.878388,-117.242307
2019-03-10T02:00:58.223Z,32.878396,-117.242309
2019-03-10T02:02:19.792Z,32.878382,-117.242302
2019-03-10T02:03:43.180Z,32.878386,-117.242313
2019-03-10T02:04:45.532Z,32.878386,-117.242313
2019-03-10T02:05:48.626Z,32.878386,-117.242313
2019-03-10T02:06:51.705Z,32.878386,-117.242313
2019-03-10T02:08:04.030Z,32.878386,-117.242313
2019-03-10T02:09:42.334Z,32.878386,-117.242313
2019-03-10T02:10:43.682Z,32.878389,-117.242305
2019-03-10T02:13:04.747Z,32.878386,-117.242313
2019-03-10T02:14:07.156Z,32.878383,-117.242317
2019-03-10T02:15:10.294Z,32.878389,-117.242305
2019-03-10T02:16:53.115Z,32.878386,-117.242313
2019-03-10T02:18:33.394Z,32.878391,-117.242307
2019-03-10T02:19:42.270Z,32.878393,-117.242307
2019-03-10T02:21:12.155Z,32.878394,-117.242308
2019-03-10T02:22:14.457Z,32.878386,-117.242313
2019-03-10T02:23:17.496Z,32.878386,-117.242313
2019-03-10T02:24:52.527Z,32.878386,-117.242313
2019-03-10T02:25:53.576Z,32.878389,-117.242306
2019-03-10T02:26:55.164Z,32.878386,-117.242313
2019-03-10T02:27:58.192Z,32.878386,-117.242313
2019-03-10T02:28:59.149Z,32.878393,-117.242307
2019-03-10T02:30:35.688Z,32.878386,-117.242313
2019-03-10T02:31:50.365Z,32.878388,-117.242307
2019-03-10T02:33:33.680Z,32.878388,-117.242307
2019-03-10T02:34:36.771Z,32.878386,-117.242313
2019-03-10T02:36:14.438Z,32.878389,-117.242311
2019-03-10T02:37:36.951Z,32.878394,-117.242308
2019-03-10T02:38:57.847Z,32.878389,-117.242306
2019-03-10T02:40:36.660Z,32.87839,-117.242305
2019-03-10T02:41:37.702Z,32.878395,-117.242308
2019-03-10T02:42:57.581Z,32.87839,-117.242307
2019-03-10T02:43:59.837Z,32.878393,-117.242306
2019-03-10T02:45:01.994Z,32.878383,-117.242317
2019-03-10T02:46:04.304Z,32.878393,-117.242306
2019-03-10T02:47:28.220Z,32.878383,-117.242317
2019-03-10T02:48:34.476Z,32.878392,-117.242306
2019-03-10T02:49:36.983Z,32.878393,-117.242306
2019-03-10T02:50:39.242Z,32.878394,-117.242308
2019-03-10T02:51:41.390Z,32.878394,-117.242308
2019-03-10T02:52:43.534Z,32.878388,-117.242308
2019-03-10T02:54:12.343Z,32.878386,-117.242313
2019-03-10T02:55:42.713Z,32.878386,-117.242313
2019-03-10T02:56:43.960Z,32.878386,-117.242313
2019-03-10T02:57:45.593Z,32.878386,-117.242313
2019-03-10T02:58:47.767Z,32.878388,-117.242307
2019-03-10T03:00:03.767Z,32.878395,-117.242308
2019-03-10T03:01:35.059Z,32.878396,-117.242309
2019-03-10T03:02:47.675Z,32.878392,-117.242307
2019-03-10T03:03:51.066Z,32.878388,-117.242307
2019-03-10T03:04:52.396Z,32.878388,-117.242307
2019-03-10T03:05:54.655Z,32.878391,-117.242309
2019-03-10T03:07:15.042Z,32.878387,-117.24231
2019-03-10T03:08:30.105Z,32.878396,-117.242309
2019-03-10T03:09:31.389Z,32.878388,-117.242307
2019-03-10T03:10:56.370Z,32.878396,-117.242309
2019-03-10T03:12:16.612Z,32.878389,-117.24231
2019-03-10T03:13:18.183Z,32.878396,-117.242309
2019-03-10T03:14:20.963Z,32.878392,-117.242309
2019-03-10T03:15:56.363Z,32.878396,-117.242309
2019-03-10T03:16:58.532Z,32.87839,-117.242311
2019-03-10T03:18:35.277Z,32.878391,-117.242311
2019-03-10T03:19:37.258Z,32.878386,-117.242309
2019-03-10T03:20:56.386Z,32.878386,-117.242313
2019-03-10T03:22:22.942Z,32.878395,-117.242308
2019-03-10T03:23:25.700Z,32.878396,-117.242309
2019-03-10T03:24:53.355Z,32.878386,-117.242313
2019-03-10T03:25:55.923Z,32.878391,-117.242309
2019-03-10T03:26:58.413Z,32.87839,-117.242305
2019-03-10T03:28:00.644Z,32.878386,-117.242313
2019-03-10T03:29:02.497Z,32.878389,-117.242311
2019-03-10T03:30:37.306Z,32.878386,-117.242313
2019-03-10T03:32:20.669Z,32.878386,-117.242313
2019-03-10T03:33:34.689Z,32.878386,-117.242313
2019-03-10T03:34:36.551Z,32.87839,-117.242306
2019-03-10T03:36:15.752Z,32.878379,-117.242311
2019-03-10T03:37:20.268Z,32.878393,-117.242308
2019-03-10T03:38:22.135Z,32.87839,-117.242306
2019-03-10T03:39:23.653Z,32.878386,-117.242313
2019-03-10T03:40:29.902Z,32.878391,-117.242308
2019-03-10T03:41:30.954Z,32.87839,-117.242306
2019-03-10T03:42:40.551Z,32.878394,-117.242308
2019-03-10T03:43:43.045Z,32.87839,-117.242306
2019-03-10T03:44:45.198Z,32.87839,-117.242306
2019-03-10T03:45:47.044Z,32.87839,-117.242306
2019-03-10T03:47:29.129Z,32.878389,-117.242306
2019-03-10T03:48:34.254Z,32.878386,-117.242313
2019-03-10T03:49:35.650Z,32.878391,-117.242308
2019-03-10T03:50:37.806Z,32.878393,-117.242308
2019-03-10T03:51:40.007Z,32.878394,-117.242308
2019-03-10T03:52:50.706Z,32.878386,-117.242313
2019-03-10T03:53:53.292Z,32.878394,-117.242308
2019-03-10T03:55:29.216Z,32.878395,-117.242308
2019-03-10T03:56:43.365Z,32.878386,-117.242313
2019-03-10T03:57:50.102Z,32.878395,-117.242308
2019-03-10T03:58:52.255Z,32.87839,-117.242307
2019-03-10T03:59:54.665Z,32.878386,-117.242313
2019-03-10T04:00:57.073Z,32.878399,-117.242307
2019-03-10T04:01:59.241Z,32.878394,-117.242307
2019-03-10T04:03:34.257Z,32.878393,-117.242306
2019-03-10T04:04:37.035Z,32.878395,-117.242308
2019-03-10T04:05:39.194Z,32.878396,-117.242308
2019-03-10T04:06:41.602Z,32.878394,-117.242307
2019-03-10T04:07:57.837Z,32.878393,-117.242308
2019-03-10T04:08:59.982Z,32.878387,-117.242318
2019-03-10T04:10:29.800Z,32.878395,-117.242308
2019-03-10T04:11:30.830Z,32.878394,-117.242308
2019-03-10T04:12:32.823Z,32.878406,-117.242311
2019-03-10T04:14:00.385Z,32.878463,-117.242383
2019-03-10T04:15:02.740Z,32.878399,-117.242297
2019-03-10T04:16:03.833Z,32.878391,-117.242306
2019-03-10T04:17:04.874Z,32.878397,-117.242315
2019-03-10T04:18:34.256Z,32.878405,-117.242328
2019-03-10T04:20:03.548Z,32.878401,-117.242317
2019-03-10T04:21:05.745Z,32.878397,-117.242316
2019-03-10T04:22:07.349Z,32.878397,-117.242316
2019-03-10T04:23:09.537Z,32.878404,-117.242327
2019-03-10T04:24:53.449Z,32.878402,-117.242315
2019-03-10T04:25:55.811Z,32.878399,-117.242313
2019-03-10T04:26:57.459Z,32.878404,-117.242327
2019-03-10T04:27:59.822Z,32.878403,-117.242315
2019-03-10T04:29:01.979Z,32.878398,-117.242315
2019-03-10T04:30:12.321Z,32.878403,-117.242328
2019-03-10T04:31:14.429Z,32.878403,-117.242315
2019-03-10T04:32:16.626Z,32.878399,-117.242316
2019-03-10T04:33:35.005Z,32.878397,-117.242316
2019-03-10T04:35:16.800Z,32.878397,-117.242316
2019-03-10T04:36:19.144Z,32.8784,-117.242315
2019-03-10T04:37:24.363Z,32.878391,-117.242309
2019-03-10T04:38:34.078Z,32.878407,-117.242326
2019-03-10T04:39:35.154Z,32.878392,-117.242308
2019-03-10T04:40:37.095Z,32.878391,-117.242308
2019-03-10T04:41:38.133Z,32.878391,-117.242307
2019-03-10T04:42:53.246Z,32.878395,-117.242307
2019-03-10T04:43:54.291Z,32.878391,-117.242307
2019-03-10T04:44:55.337Z,32.878391,-117.242307
2019-03-10T04:46:19.190Z,32.878395,-117.242307
2019-03-10T04:47:54.930Z,32.878388,-117.242307
2019-03-10T04:48:57.193Z,32.878389,-117.242306
2019-03-10T04:50:33.544Z,32.878394,-117.242306
2019-03-10T04:51:35.198Z,32.878395,-117.242307
2019-03-10T04:52:54.806Z,32.878392,-117.242308
2019-03-10T04:53:57.026Z,32.878392,-117.242308
2019-03-10T04:55:28.876Z,32.878392,-117.242308
2019-03-10T04:56:43.462Z,32.878404,-117.242328
2019-03-10T04:57:54.897Z,32.878391,-117.242309
2019-03-10T04:58:56.764Z,32.878392,-117.242308
2019-03-10T04:59:57.821Z,32.878391,-117.242309
2019-03-10T05:01:17.594Z,32.878404,-117.242328
2019-03-10T05:02:19.908Z,32.878404,-117.242327
2019-03-10T05:03:35.273Z,32.878403,-117.242329
2019-03-10T05:04:36.845Z,32.87839,-117.242309
2019-03-10T05:05:38.672Z,32.878395,-117.242308
2019-03-10T05:06:49.556Z,32.878391,-117.242309
2019-03-10T05:08:36.032Z,32.878395,-117.242308
2019-03-10T05:09:49.754Z,32.878389,-117.242307
2019-03-10T05:10:50.981Z,32.878392,-117.242308
2019-03-10T05:11:53.458Z,32.878392,-117.242308
2019-03-10T05:12:55.924Z,32.878395,-117.242308
2019-03-10T05:14:05.652Z,32.878395,-117.242308
2019-03-10T05:15:51.576Z,32.878396,-117.242309
2019-03-10T05:17:16.838Z,32.878386,-117.242313
2019-03-10T05:18:40.507Z,32.878386,-117.242313
2019-03-10T05:19:42.491Z,32.878386,-117.242313
2019-03-10T05:20:44.716Z,32.878395,-117.242308
2019-03-10T05:22:00.385Z,32.878396,-117.242309
2019-03-10T05:23:02.642Z,32.87839,-117.242305
2019-03-10T05:24:04.805Z,32.878386,-117.242313
2019-03-10T05:25:29.370Z,32.878386,-117.242313
2019-03-10T05:26:31.647Z,32.87844,-117.242331
2019-03-10T05:28:02.373Z,32.878384,-117.242317
2019-03-10T05:29:04.733Z,32.878392,-117.242307
2019-03-10T05:30:06.072Z,32.878396,-117.242308
2019-03-10T05:31:08.125Z,32.87839,-117.242305
2019-03-10T05:32:10.327Z,32.878395,-117.242308
2019-03-10T05:33:34.789Z,32.878386,-117.242313
2019-03-10T05:34:37.023Z,32.878395,-117.242308
2019-03-10T05:36:20.897Z,32.878395,-117.242308
2019-03-10T05:38:04.204Z,32.878386,-117.242313
2019-03-10T05:39:37.089Z,32.878386,-117.242313
2019-03-10T05:40:39.244Z,32.878395,-117.242308
2019-03-10T05:41:40.599Z,32.878393,-117.242308
2019-03-10T05:42:43.129Z,32.878396,-117.242308
2019-03-10T05:43:45.279Z,32.878396,-117.242309
2019-03-10T05:44:47.053Z,32.878393,-117.242307
2019-03-10T05:45:48.656Z,32.87839,-117.242305
2019-03-10T05:46:50.446Z,32.878389,-117.242306
2019-03-10T05:48:34.658Z,32.878386,-117.242313
2019-03-10T05:50:07.535Z,32.878393,-117.242309
2019-03-10T05:51:10.101Z,32.878394,-117.242307
2019-03-10T05:52:52.653Z,32.878395,-117.242308
2019-03-10T05:53:54.903Z,32.878393,-117.242309
2019-03-10T05:55:49.250Z,32.878395,-117.242308
2019-03-10T05:56:51.611Z,32.878386,-117.242313
2019-03-10T05:58:35.646Z,32.878389,-117.242306
2019-03-10T05:59:38.045Z,32.878391,-117.242308
2019-03-10T06:00:40.170Z,32.878392,-117.242307
2019-03-10T06:01:41.951Z,32.878386,-117.242313
2019-03-10T06:03:16.364Z,32.878386,-117.242313
2019-03-10T06:04:18.786Z,32.878389,-117.242311
2019-03-10T06:05:42.126Z,32.878386,-117.242313
2019-03-10T06:06:44.606Z,32.878395,-117.242308
2019-03-10T06:07:46.758Z,32.878391,-117.242309
2019-03-10T06:09:01.108Z,32.878391,-117.242309
2019-03-10T06:10:38.309Z,32.87839,-117.242305
2019-03-10T06:11:42.612Z,32.878388,-117.242307
