time,lat,lon,idx,io,isIndoor
2019-03-10T05:01:17.594Z,32.878403999999996,-117.242328,290,building,1
2019-03-10T05:02:19.908Z,32.878403999999996,-117.242327,291,building,1
2019-03-10T05:03:35.273Z,32.878403000000006,-117.242329,292,building,1
2019-03-10T05:04:36.845Z,32.87839,-117.242309,293,building,1
2019-03-10T05:05:38.672Z,32.878395000000005,-117.24230800000001,294,building,1
2019-03-10T05:06:49.556Z,32.878391,-117.242309,295,building,1
2019-03-10T05:08:36.032Z,32.878395000000005,-117.24230800000001,296,building,1
2019-03-10T05:09:49.754Z,32.878389,-117.24230700000001,297,building,1
2019-03-10T05:10:50.981Z,32.878392,-117.24230800000001,298,building,1
2019-03-10T05:11:53.458Z,32.878392,-117.24230800000001,299,building,1
2019-03-10T05:12:55.924Z,32.878395000000005,-117.24230800000001,300,building,1
2019-03-10T05:14:05.652Z,32.878395000000005,-117.24230800000001,301,building,1
2019-03-10T05:15:51.576Z,32.878396,-117.242309,302,building,1
2019-03-10T05:17:16.838Z,32.878386,-117.242313,303,building,1
2019-03-10T05:18:40.507Z,32.878386,-117.242313,304,building,1
2019-03-10T05:19:42.491Z,32.878386,-117.242313,305,building,1
2019-03-10T05:20:44.716Z,32.878395000000005,-117.24230800000001,306,building,1
2019-03-10T05:22:00.385Z,32.878396,-117.242309,307,building,1
2019-03-10T05:23:02.642Z,32.87839,-117.242305,308,building,1
2019-03-10T05:24:04.805Z,32.878386,-117.242313,309,building,1
2019-03-10T05:25:29.370Z,32.878386,-117.242313,310,building,1
2019-03-10T05:26:31.647Z,32.878440000000005,-117.24233100000001,311,building,1
2019-03-10T05:28:02.373Z,32.878384000000004,-117.24231699999999,312,building,1
2019-03-10T05:29:04.733Z,32.878392,-117.24230700000001,313,building,1
2019-03-10T05:30:06.072Z,32.878396,-117.24230800000001,314,building,1
2019-03-10T05:31:08.125Z,32.87839,-117.242305,315,building,1
2019-03-10T05:32:10.327Z,32.878395000000005,-117.24230800000001,316,building,1
2019-03-10T05:33:34.789Z,32.878386,-117.242313,317,building,1
2019-03-10T05:34:37.023Z,32.878395000000005,-117.24230800000001,318,building,1
2019-03-10T05:36:20.897Z,32.878395000000005,-117.24230800000001,319,building,1
2019-03-10T05:38:04.204Z,32.878386,-117.242313,320,building,1
2019-03-10T05:39:37.089Z,32.878386,-117.242313,321,building,1
2019-03-10T05:40:39.244Z,32.878395000000005,-117.24230800000001,322,building,1
2019-03-10T05:41:40.599Z,32.878393,-117.24230800000001,323,building,1
2019-03-10T05:42:43.129Z,32.878396,-117.24230800000001,324,building,1
2019-03-10T05:43:45.279Z,32.878396,-117.242309,325,building,1
2019-03-10T05:44:47.053Z,32.878393,-117.24230700000001,326,building,1
2019-03-10T05:45:48.656Z,32.87839,-117.242305,327,building,1
2019-03-10T05:46:50.446Z,32.878389,-117.242306,328,building,1
2019-03-10T05:48:34.658Z,32.878386,-117.242313,329,building,1
2019-03-10T05:50:07.535Z,32.878393,-117.242309,330,building,1
2019-03-10T05:51:10.101Z,32.878394,-117.24230700000001,331,building,1
2019-03-10T05:52:52.653Z,32.878395000000005,-117.24230800000001,332,building,1
2019-03-10T05:53:54.903Z,32.878393,-117.242309,333,building,1
2019-03-10T05:55:49.250Z,32.878395000000005,-117.24230800000001,334,building,1
2019-03-10T05:56:51.611Z,32.878386,-117.242313,335,building,1
2019-03-10T05:58:35.646Z,32.878389,-117.242306,336,building,1
2019-03-10T05:59:38.045Z,32.878391,-117.24230800000001,337,building,1
2019-03-10T06:00:40.170Z,32.878392,-117.24230700000001,338,building,1
2019-03-10T06:01:41.951Z,32.878386,-117.242313,339,building,1
2019-03-10T06:03:16.364Z,32.878386,-117.242313,340,building,1
2019-03-10T06:04:18.786Z,32.878389,-117.24231100000002,341,building,1
2019-03-10T06:05:42.126Z,32.878386,-117.242313,342,building,1
2019-03-10T06:06:44.606Z,32.878395000000005,-117.24230800000001,343,building,1
2019-03-10T06:07:46.758Z,32.878391,-117.242309,344,building,1
2019-03-10T06:09:01.108Z,32.878391,-117.242309,345,building,1
2019-03-10T06:10:38.309Z,32.87839,-117.242305,346,building,1
2019-03-10T06:11:42.612Z,32.878388,-117.24230700000001,347,building,1
