time,latitude,longitude,isDataPoint,within15(M),distanceFromSensor(M),distanceFromSupercomputerSensor(M),insideOutsideVal,locationType:
2019-04-01_ioT15:29,32.878316,-117.2423075,FALSE,1,0.17215259,708.41826,Inside,building
2019-04-01_ioT15:30,32.8783176,-117.2423067,TRUE,1,0.22845273,708.22561,Inside,building
2019-04-01_ioT15:31,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT15:32,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT15:33,32.8783103,-117.24230449999999,TRUE,1,0.84568447,708.92202,Inside,building
2019-04-01_ioT15:34,32.8783173,-117.24230859999999,TRUE,1,0.058082621,708.3164,Inside,building
2019-04-01_ioT15:35,32.878317200000005,-117.24230690000002,TRUE,1,0.19892403,708.27377,Inside,building
2019-04-01_ioT15:36,32.878318300000004,-117.2423067,TRUE,1,0.26526626,708.15225,Inside,building
2019-04-01_ioT15:37,32.878318300000004,-117.2423067,FALSE,1,0.26526626,708.15225,Inside,building
2019-04-01_ioT15:38,32.8783145,-117.2423067,TRUE,1,0.3425647,708.55047,Inside,building
2019-04-01_ioT15:39,32.878319399999995,-117.24230700000001,TRUE,1,0.33490218,708.04636,Inside,building
2019-04-01_ioT15:40,32.8783158,-117.24230870000001,TRUE,1,0.12548177,708.47671,Inside,building
2019-04-01_ioT15:41,32.8783176,-117.2423074,TRUE,1,0.16847353,708.24747,Inside,building
2019-04-01_ioT15:42,32.8783163,-117.24230779999999,TRUE,1,0.13041802,708.39619,Inside,building
2019-04-01_ioT15:43,32.878316,-117.24230700000001,TRUE,1,0.21189058,708.40264,Inside,building
2019-04-01_ioT15:44,32.8783138,-117.2423064,TRUE,1,0.42163077,708.61446,Inside,building
2019-04-01_ioT15:45,32.8783138,-117.2423064,FALSE,1,0.42163077,708.61446,Inside,building
2019-04-01_ioT15:46,32.8783137,-117.2423065,TRUE,1,0.42557549,708.62806,Inside,building
2019-04-01_ioT15:47,32.8783153,-117.2423068,TRUE,1,0.27177287,708.46975,Inside,building
2019-04-01_ioT15:48,32.8783147,-117.2423075,TRUE,1,0.28189482,708.55449,Inside,building
2019-04-01_ioT15:49,32.8783148,-117.24230690000002,TRUE,1,0.30493376,708.52527,Inside,building
2019-04-01_ioT15:50,32.8783169,-117.2423072,TRUE,1,0.16809177,708.31458,Inside,building
2019-04-01_ioT15:51,32.8783065,-117.2423064,TRUE,1,1.181641,709.37956,Inside,building
2019-04-01_ioT15:52,32.8783089,-117.2423048,TRUE,1,0.97218717,709.07812,Inside,building
2019-04-01_ioT15:53,32.8783089,-117.2423048,FALSE,1,0.97218717,709.07812,Inside,building
2019-04-01_ioT15:54,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT15:55,32.8783175,-117.24230630000001,TRUE,1,0.26081517,708.22359,Inside,building
2019-04-01_ioT15:56,32.8783175,-117.24230630000001,FALSE,1,0.26081517,708.22359,Inside,building
2019-04-01_ioT15:57,32.8783193,-117.2423072,TRUE,1,0.31539385,708.06309,Inside,building
2019-04-01_ioT15:58,32.8783193,-117.2423072,FALSE,1,0.31539385,708.06309,Inside,building
2019-04-01_ioT15:59,32.8783103,-117.24230459999998,TRUE,1,0.84108314,708.92514,Inside,building
2019-04-01_ioT16:00,32.8783101,-117.24230449999999,TRUE,1,0.86505409,708.94299,Inside,building
2019-04-01_ioT16:01,32.8783205,-117.24230690000002,TRUE,1,0.44575718,707.92797,Inside,building
2019-04-01_ioT16:02,32.8783177,-117.2423068,TRUE,1,0.22387723,708.21825,Inside,building
2019-04-01_ioT16:03,32.8783157,-117.2423071,TRUE,1,0.2220047,708.4372,Inside,building
2019-04-01_ioT16:04,32.878317800000005,-117.24230729999998,TRUE,1,0.18766384,708.22339,Inside,building
2019-04-01_ioT16:05,32.878317800000005,-117.24230729999998,FALSE,1,0.18766384,708.22339,Inside,building
2019-04-01_ioT16:06,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:07,32.8783195,-117.2423074,TRUE,1,0.32543442,708.04838,Inside,building
2019-04-01_ioT16:08,32.8783186,-117.2423068,TRUE,1,0.27917865,708.12394,Inside,building
2019-04-01_ioT16:09,32.8783186,-117.2423068,FALSE,1,0.27917865,708.12394,Inside,building
2019-04-01_ioT16:10,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:11,32.8783175,-117.24230659999999,TRUE,1,0.2338418,708.23296,Inside,building
2019-04-01_ioT16:12,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:13,32.878315,-117.24230630000001,TRUE,1,0.32895071,708.48558,Inside,building
2019-04-01_ioT16:14,32.878315,-117.24230630000001,FALSE,1,0.32895071,708.48558,Inside,building
2019-04-01_ioT16:15,32.8783101,-117.24230449999999,TRUE,1,0.86505409,708.94299,Inside,building
2019-04-01_ioT16:16,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:17,32.8783095,-117.242309,FALSE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:18,32.878319899999994,-117.2423072,TRUE,1,0.37354203,708.00022,Inside,building
2019-04-01_ioT16:19,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:20,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:21,32.8783193,-117.24230690000002,TRUE,1,0.3311743,708.05371,Inside,building
2019-04-01_ioT16:22,32.8783193,-117.24230690000002,FALSE,1,0.3311743,708.05371,Inside,building
2019-04-01_ioT16:23,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:24,32.878319899999994,-117.24230729999998,TRUE,1,0.36943393,708.00334,Inside,building
2019-04-01_ioT16:25,32.878319399999995,-117.24230700000001,TRUE,1,0.33490218,708.04636,Inside,building
2019-04-01_ioT16:26,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:27,32.8783095,-117.242309,FALSE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:28,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:29,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:30,32.8783184,-117.24230790000001,TRUE,1,0.19588687,708.17927,Inside,building
2019-04-01_ioT16:31,32.8783168,-117.2423085,TRUE,1,0.047997928,708.36567,Inside,building
2019-04-01_ioT16:32,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:33,32.878317200000005,-117.2423064,TRUE,1,0.2450801,708.25815,Inside,building
2019-04-01_ioT16:34,32.8783157,-117.2423085,TRUE,1,0.14136749,708.48094,Inside,building
2019-04-01_ioT16:35,32.8783179,-117.24230800000001,TRUE,1,0.14520655,708.23478,Inside,building
2019-04-01_ioT16:36,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:37,32.8783103,-117.2423055,TRUE,1,0.80337859,708.9532,Inside,building
2019-04-01_ioT16:38,32.8783131,-117.2423067,TRUE,1,0.47399663,708.69719,Inside,building
2019-04-01_ioT16:39,32.8783131,-117.2423067,FALSE,1,0.47399663,708.69719,Inside,building
2019-04-01_ioT16:40,32.8783145,-117.24230729999998,TRUE,1,0.31051741,708.5692,Inside,building
2019-04-01_ioT16:41,32.8783145,-117.24230729999998,TRUE,1,0.31051741,708.5692,Inside,building
2019-04-01_ioT16:42,32.8783131,-117.24230619999999,TRUE,1,0.49690081,708.68158,Inside,building
2019-04-01_ioT16:43,32.8783137,-117.2423064,TRUE,1,0.4307691,708.62494,Inside,building
2019-04-01_ioT16:44,32.8783137,-117.2423064,FALSE,1,0.4307691,708.62494,Inside,building
2019-04-01_ioT16:45,32.8783097,-117.2423055,TRUE,1,0.86475063,709.01609,Inside,building
2019-04-01_ioT16:46,32.878313899999995,-117.2423064,TRUE,1,0.41258972,708.60398,Inside,building
2019-04-01_ioT16:47,32.8783102,-117.24230559999998,TRUE,1,0.80984224,708.9668,Inside,building
2019-04-01_ioT16:48,32.8783128,-117.2423058,TRUE,1,0.54510857,708.70054,Inside,building
2019-04-01_ioT16:49,32.878318300000004,-117.2423067,TRUE,1,0.26526626,708.15225,Inside,building
2019-04-01_ioT16:50,32.8783161,-117.24230700000001,TRUE,1,0.20687118,708.39216,Inside,building
2019-04-01_ioT16:51,32.8783163,-117.2423072,TRUE,1,0.18084799,708.37745,Inside,building
2019-04-01_ioT16:52,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:53,32.8783167,-117.2423071,TRUE,1,0.17881849,708.33241,Inside,building
2019-04-01_ioT16:54,32.8783167,-117.2423071,FALSE,1,0.17881849,708.33241,Inside,building
2019-04-01_ioT16:55,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:56,32.8783095,-117.242309,FALSE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT16:57,32.878314,-117.24230690000002,TRUE,1,0.37741469,708.60911,Inside,building
2019-04-01_ioT16:58,32.878313399999996,-117.2423082,TRUE,1,0.3962878,708.71258,Inside,building
2019-04-01_ioT16:59,32.878319399999995,-117.2423139,TRUE,1,0.53540573,708.26221,Inside,building
2019-04-01_ioT17:00,32.8783091,-117.24230559999998,TRUE,1,0.92360989,709.0821,Inside,building
2019-04-01_ioT17:01,32.8783133,-117.24230829999999,TRUE,1,0.40560398,708.72618,Inside,building
2019-04-01_ioT17:02,32.8783343,-117.24232659999998,TRUE,1,2.5386455,707.10111,Inside,building
2019-04-01_ioT17:03,32.8783156,-117.2423077,TRUE,1,0.18876852,708.46642,Inside,building
2019-04-01_ioT17:04,32.8783133,-117.2423085,TRUE,1,0.40301568,708.73243,Inside,building
2019-04-01_ioT17:05,32.8783133,-117.2423085,FALSE,1,0.40301568,708.73243,Inside,building
2019-04-01_ioT17:06,32.8783167,-117.24231100000002,TRUE,1,0.188088,708.45431,Inside,building
2019-04-01_ioT17:07,32.8783132,-117.24230829999999,TRUE,1,0.41658197,708.73666,Inside,building
2019-04-01_ioT17:08,32.878323800000004,-117.24231359999999,TRUE,1,0.87931418,707.79191,Inside,building
2019-04-01_ioT17:09,32.878313399999996,-117.2423082,TRUE,1,0.3962878,708.71258,Inside,building
2019-04-01_ioT17:10,32.8783125,-117.2423064,TRUE,1,0.54619094,708.75071,Inside,building
2019-04-01_ioT17:11,32.8783133,-117.2423067,TRUE,1,0.45428363,708.67623,Inside,building
2019-04-01_ioT17:12,32.8783115,-117.24230759999999,TRUE,1,0.61452076,708.89296,Inside,building
2019-04-01_ioT17:13,32.8783115,-117.24230759999999,FALSE,1,0.61452076,708.89296,Inside,building
2019-04-01_ioT17:14,32.8783149,-117.2423058,TRUE,1,0.37250035,708.48046,Inside,building
2019-04-01_ioT17:15,32.8783093,-117.2423055,TRUE,1,0.9060852,709.05802,Inside,building
2019-04-01_ioT17:16,32.8783093,-117.2423055,FALSE,1,0.9060852,709.05802,Inside,building
2019-04-01_ioT17:17,32.8783141,-117.24230729999998,TRUE,1,0.34948366,708.61112,Inside,building
2019-04-01_ioT17:18,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:19,32.8783152,-117.2423071,TRUE,1,0.25925728,708.4896,Inside,building
2019-04-01_ioT17:20,32.8783132,-117.24230619999999,TRUE,1,0.48748044,708.6711,Inside,building
2019-04-01_ioT17:21,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:22,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:23,32.8783095,-117.242309,FALSE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:24,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:25,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:26,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:27,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:28,32.8783158,-117.2423067,TRUE,1,0.24716989,708.41423,Inside,building
2019-04-01_ioT17:29,32.8783158,-117.2423067,FALSE,1,0.24716989,708.41423,Inside,building
2019-04-01_ioT17:30,32.8783104,-117.24230449999999,TRUE,1,0.83605321,708.91154,Inside,building
2019-04-01_ioT17:31,32.8783102,-117.242305,TRUE,1,0.8334051,708.94809,Inside,building
2019-04-01_ioT17:32,32.8783102,-117.242305,FALSE,1,0.8334051,708.94809,Inside,building
2019-04-01_ioT17:33,32.8783193,-117.2423065,TRUE,1,0.35457352,708.04122,Inside,building
2019-04-01_ioT17:34,32.8783167,-117.2423071,TRUE,1,0.17881849,708.33241,Inside,building
2019-04-01_ioT17:35,32.8783099,-117.24230459999998,TRUE,1,0.88016062,708.96707,Inside,building
2019-04-01_ioT17:36,32.878318699999994,-117.242309,TRUE,1,0.20015087,708.18221,Inside,building
2019-04-01_ioT17:37,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:38,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:39,32.8783146,-117.24230790000001,TRUE,1,0.27560692,708.57746,Inside,building
2019-04-01_ioT17:40,32.8783105,-117.24230490000001,TRUE,1,0.80810645,708.91353,Inside,building
2019-04-01_ioT17:41,32.8783271,-117.2423149,TRUE,1,1.2609315,707.48702,Inside,building
2019-04-01_ioT17:42,32.8783271,-117.2423149,FALSE,1,1.2609315,707.48702,Inside,building
2019-04-01_ioT17:43,32.87832,-117.24230490000001,TRUE,1,0.51518428,707.91789,Inside,building
2019-04-01_ioT17:44,32.87832,-117.24230490000001,FALSE,1,0.51518428,707.91789,Inside,building
2019-04-01_ioT17:45,32.878316,-117.24230779999999,TRUE,1,0.15024248,708.42763,Inside,building
2019-04-01_ioT17:46,32.8783154,-117.2423067,TRUE,1,0.27194088,708.45615,Inside,building
2019-04-01_ioT17:47,32.8783181,-117.2423091,TRUE,1,0.13376029,708.24821,Inside,building
2019-04-01_ioT17:48,32.878317100000004,-117.2423064,TRUE,1,0.24381558,708.26863,Inside,building
2019-04-01_ioT17:49,32.878313500000004,-117.2423074,TRUE,1,0.40651723,708.67712,Inside,building
2019-04-01_ioT17:50,32.8783156,-117.24230759999999,TRUE,1,0.19490543,708.4633,Inside,building
2019-04-01_ioT17:51,32.8783094,-117.2423064,TRUE,1,0.86858736,709.0756,Inside,building
2019-04-01_ioT17:52,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:53,32.8783095,-117.242309,FALSE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT17:54,32.8783097,-117.24230590000002,TRUE,1,0.85133495,709.02856,Inside,building
2019-04-01_ioT17:55,32.878316399999996,-117.24230759999999,TRUE,1,0.1420687,708.37947,Inside,building
2019-04-01_ioT17:56,32.878314399999994,-117.2423081,TRUE,1,0.29041464,708.60467,Inside,building
2019-04-01_ioT17:57,32.8783155,-117.24230870000001,TRUE,1,0.15817366,708.50814,Inside,building
2019-04-01_ioT17:58,32.878313,-117.24230779999999,TRUE,1,0.447905,708.74201,Inside,building
2019-04-01_ioT17:59,32.878313,-117.24230779999999,FALSE,1,0.447905,708.74201,Inside,building
2019-04-01_ioT18:00,32.878314,-117.2423084,TRUE,1,0.32729694,708.65595,Inside,building
2019-04-01_ioT18:01,32.8783148,-117.24230829999999,TRUE,1,0.24248654,708.569,Inside,building
2019-04-01_ioT18:02,32.8783149,-117.2423084,TRUE,1,0.22933965,708.56164,Inside,building
2019-04-01_ioT18:03,32.8783149,-117.2423084,FALSE,1,0.22933965,708.56164,Inside,building
2019-04-01_ioT18:04,32.87832,-117.2423088,TRUE,1,0.34520988,708.03975,Inside,building
2019-04-01_ioT18:05,32.8784251,-117.24231189999999,TRUE,1,12.034339,697.1372,Inside,building
2019-04-01_ioT18:06,32.8783168,-117.24230759999999,TRUE,1,0.13121006,708.33755,Inside,building
2019-04-01_ioT18:07,32.8783173,-117.24230790000001,TRUE,1,0.11193861,708.29453,Inside,building
2019-04-01_ioT18:08,32.8783149,-117.24230859999999,TRUE,1,0.2255051,708.56789,Inside,building
2019-04-01_ioT18:09,32.8783149,-117.24230859999999,FALSE,1,0.2255051,708.56789,Inside,building
2019-04-01_ioT18:10,32.8783148,-117.2423085,TRUE,1,0.23813184,708.57524,Inside,building
2019-04-01_ioT18:11,32.878315,-117.2423084,TRUE,1,0.218574,708.55116,Inside,building
2019-04-01_ioT18:12,32.8783159,-117.2423074,TRUE,1,0.18625018,708.42562,Inside,building
2019-04-01_ioT18:13,32.878316999999996,-117.2423077,TRUE,1,0.12190779,708.31972,Inside,building
2019-04-01_ioT18:14,32.878316999999996,-117.2423077,FALSE,1,0.12190779,708.31972,Inside,building
2019-04-01_ioT18:15,32.8783157,-117.2423075,TRUE,1,0.19345808,708.4497,Inside,building
2019-04-01_ioT18:16,32.8783163,-117.2423091,TRUE,1,0.06736734,708.43681,Inside,building
2019-04-01_ioT18:17,32.8783151,-117.2423084,TRUE,1,0.20784561,708.54068,Inside,building
2019-04-01_ioT18:18,32.8783141,-117.24230800000001,TRUE,1,0.32504897,708.63298,Inside,building
2019-04-01_ioT18:19,32.878316999999996,-117.2423092,TRUE,1,0.021736337,708.36659,Inside,building
2019-04-01_ioT18:20,32.878316999999996,-117.2423092,FALSE,1,0.021736337,708.36659,Inside,building
2019-04-01_ioT18:21,32.8783147,-117.24230859999999,TRUE,1,0.24746428,708.58885,Inside,building
2019-04-01_ioT18:22,32.878316399999996,-117.24230779999999,TRUE,1,0.12509511,708.38571,Inside,building
2019-04-01_ioT18:23,32.8783181,-117.2423077,TRUE,1,0.18039533,708.20445,Inside,building
2019-04-01_ioT18:24,32.878316,-117.24230800000001,TRUE,1,0.1368785,708.43388,Inside,building
2019-04-01_ioT18:25,32.878316,-117.24230800000001,FALSE,1,0.1368785,708.43388,Inside,building
2019-04-01_ioT18:26,32.8783277,-117.24230279999999,TRUE,1,1.3331895,707.04541,Inside,building
2019-04-01_ioT18:27,32.878316,-117.2423075,TRUE,1,0.17215259,708.41826,Inside,building
2019-04-01_ioT18:28,32.878314399999994,-117.24230619999999,TRUE,1,0.38163687,708.54534,Inside,building
2019-04-01_ioT18:29,32.878314399999994,-117.24230619999999,FALSE,1,0.38163687,708.54534,Inside,building
2019-04-01_ioT18:30,32.878316399999996,-117.24230690000002,TRUE,1,0.20383587,708.3576,Inside,building
2019-04-01_ioT18:31,32.878316399999996,-117.24230690000002,FALSE,1,0.20383587,708.3576,Inside,building
2019-04-01_ioT18:32,32.8783201,-117.2423084,TRUE,1,0.36020824,708.01677,Inside,building
2019-04-01_ioT18:33,32.8783201,-117.2423084,FALSE,1,0.36020824,708.01677,Inside,building
2019-04-01_ioT18:34,32.8783201,-117.2423084,FALSE,1,0.36020824,708.01677,Inside,building
2019-04-01_ioT18:35,32.8783188,-117.2423084,TRUE,1,0.218574,708.15298,Inside,building
2019-04-01_ioT18:36,32.878322999999995,-117.24230790000001,TRUE,1,0.68602332,707.69728,Inside,building
2019-04-01_ioT18:37,32.8783091,-117.24230630000001,TRUE,1,0.90322651,709.10393,Inside,building
2019-04-01_ioT18:38,32.8783167,-117.24230859999999,TRUE,1,0.043472677,708.37927,Inside,building
2019-04-01_ioT18:39,32.8783175,-117.2423088,TRUE,1,0.06928187,708.3017,Inside,building
2019-04-01_ioT18:40,32.8783192,-117.2423075,TRUE,1,0.29159669,708.08294,Inside,building
2019-04-01_ioT18:41,32.8783192,-117.2423075,FALSE,1,0.29159669,708.08294,Inside,building
2019-04-01_ioT18:42,32.8783152,-117.24230859999999,TRUE,1,0.19268669,708.53645,Inside,building
2019-04-01_ioT18:43,32.8783181,-117.24230800000001,TRUE,1,0.16286571,708.21383,Inside,building
2019-04-01_ioT18:44,32.8783104,-117.24230530000001,TRUE,1,0.80111024,708.93649,Inside,building
2019-04-01_ioT18:45,32.8783102,-117.242306,TRUE,1,0.79593947,708.97928,Inside,building
2019-04-01_ioT18:46,32.8783102,-117.242306,FALSE,1,0.79593947,708.97928,Inside,building
2019-04-01_ioT18:47,32.878323699999996,-117.2423121,TRUE,1,0.80964871,707.75539,Inside,building
2019-04-01_ioT18:48,32.878318300000004,-117.2423097,TRUE,1,0.16884064,708.24601,Inside,building
2019-04-01_ioT18:49,32.8783205,-117.2423084,TRUE,1,0.40420404,707.97486,Inside,building
2019-04-01_ioT18:50,32.8783205,-117.2423084,FALSE,1,0.40420404,707.97486,Inside,building
2019-04-01_ioT18:51,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT18:52,32.8783175,-117.2423091,TRUE,1,0.06736734,708.31108,Inside,building
2019-04-01_ioT18:53,32.8783168,-117.2423088,TRUE,1,0.021736337,708.37505,Inside,building
2019-04-01_ioT18:54,32.878316399999996,-117.2423092,TRUE,1,0.058650689,708.42946,Inside,building
2019-04-01_ioT18:55,32.878316399999996,-117.2423092,FALSE,1,0.058650689,708.42946,Inside,building
2019-04-01_ioT18:56,32.878317800000005,-117.24230870000001,TRUE,1,0.1039228,708.26714,Inside,building
2019-04-01_ioT18:57,32.8783157,-117.24230870000001,TRUE,1,0.13634319,708.48718,Inside,building
2019-04-01_ioT18:58,32.8783162,-117.24230890000001,TRUE,1,0.078394637,708.44104,Inside,building
2019-04-01_ioT18:59,32.8783151,-117.2423084,TRUE,1,0.20784561,708.54068,Inside,building
2019-04-01_ioT19:00,32.878314,-117.24230890000001,TRUE,1,0.32260048,708.67157,Inside,building
2019-04-01_ioT19:01,32.8783146,-117.2423081,TRUE,1,0.26920424,708.58371,Inside,building
2019-04-01_ioT19:02,32.8783146,-117.2423081,FALSE,1,0.26920424,708.58371,Inside,building
2019-04-01_ioT19:03,32.8783095,-117.24230590000002,TRUE,1,0.87228148,709.04953,Inside,building
2019-04-01_ioT19:04,32.8783095,-117.24230590000002,FALSE,1,0.87228148,709.04953,Inside,building
2019-04-01_ioT19:05,32.8783918,-117.2422682,TRUE,1,9.1586359,699.2479,Inside,building
2019-04-01_ioT19:06,32.8783101,-117.24230459999998,TRUE,1,0.86055634,708.9461,Inside,building
2019-04-01_ioT19:07,32.8783163,-117.2423097,TRUE,1,0.093403756,708.45557,Inside,building
2019-04-01_ioT19:08,32.8783138,-117.24230870000001,TRUE,1,0.34584085,708.68628,Inside,building
2019-04-01_ioT19:09,32.878308399999995,-117.24230659999999,TRUE,1,0.97136624,709.18665,Inside,building
2019-04-01_ioT19:10,32.8783167,-117.2423091,TRUE,1,0.024120092,708.3949,Inside,building
2019-04-01_ioT19:11,32.8783096,-117.2423051,TRUE,1,0.88968252,709.0141,Inside,building
2019-04-01_ioT19:12,32.8783096,-117.2423051,FALSE,1,0.88968252,709.0141,Inside,building
2019-04-01_ioT19:13,32.8783147,-117.24230890000001,TRUE,1,0.24480702,708.59822,Inside,building
2019-04-01_ioT19:14,32.8783157,-117.2423092,TRUE,1,0.13473468,708.50281,Inside,building
2019-04-01_ioT19:15,32.878316399999996,-117.24230890000001,TRUE,1,0.056376275,708.42009,Inside,building
2019-04-01_ioT19:16,32.8783168,-117.24230700000001,TRUE,1,0.18709935,708.31881,Inside,building
2019-04-01_ioT19:17,32.8783168,-117.24230700000001,FALSE,1,0.18709935,708.31881,Inside,building
2019-04-01_ioT19:18,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT19:19,32.878318900000004,-117.2423107,TRUE,1,0.27323958,708.21442,Inside,building
2019-04-01_ioT19:20,32.878318900000004,-117.2423107,FALSE,1,0.27323958,708.21442,Inside,building
2019-04-01_ioT19:21,32.8783176,-117.24231019999999,TRUE,1,0.13644127,708.33499,Inside,building
2019-04-01_ioT19:22,32.8783095,-117.242309,TRUE,1,0.82284246,709.14626,Inside,building
2019-04-01_ioT19:23,32.8783209,-117.2423075,TRUE,1,0.46631578,707.90481,Inside,building
2019-04-01_ioT19:24,32.8783154,-117.2423084,TRUE,1,0.17595206,708.50925,Inside,building
2019-04-01_ioT19:25,32.8783154,-117.2423084,FALSE,1,0.17595206,708.50925,Inside,building
2019-04-01_ioT19:26,32.878318699999994,-117.2423084,TRUE,1,0.20784561,708.16346,Inside,building
2019-04-01_ioT19:27,32.878317200000005,-117.24230959999998,TRUE,1,0.065209011,708.35814,Inside,building
