time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,idx,io,isIndoor
2019-03-10T09:03:34.324Z,32.87839,-117.242309,0,21.31,0,0,0,network,,,,,,,,82,,51,building,1
2019-03-10T09:05:07.799Z,32.878386,-117.242313,0,20.0,0,0,0,network,,,,,,,,82,,52,building,1
2019-03-10T09:06:31.494Z,32.878391,-117.24231100000002,0,21.14,0,0,0,network,,,,,,,,82,,53,building,1
2019-03-10T09:07:42.717Z,32.878389,-117.24230800000001,0,20.683000000000003,0,0,0,network,,,,,,,,82,,54,building,1
2019-03-10T09:08:58.523Z,32.878392,-117.24230800000001,0,21.253,0,0,0,network,,,,,,,,82,,55,building,1
2019-03-10T09:10:00.879Z,32.878391,-117.24231100000002,0,21.186999999999998,0,0,0,network,,,,,,,,81,,56,building,1
2019-03-10T09:11:30.881Z,32.8784,-117.24231599999999,0,21.136,0,0,0,network,,,,,,,,81,,57,building,1
2019-03-10T09:13:00.728Z,32.87839,-117.242309,0,21.243000000000002,0,0,0,network,,,,,,,,81,,58,building,1
2019-03-10T09:14:25.991Z,32.87839,-117.24231100000002,0,21.198,0,0,0,network,,,,,,,,81,,59,building,1
2019-03-10T09:15:37.343Z,32.878392,-117.24231,0,21.003,0,0,0,network,,,,,,,,81,,60,building,1
2019-03-10T09:17:03.057Z,32.878386,-117.242313,0,30.0,0,0,0,network,,,,,,,,81,,61,building,1
2019-03-10T09:18:10.179Z,32.878391,-117.24231100000002,0,21.174,0,0,0,network,,,,,,,,81,,62,building,1
2019-03-10T09:19:43.217Z,32.878393,-117.24231,0,21.0,0,0,0,network,,,,,,,,81,,63,building,1
2019-03-10T09:20:46.023Z,32.878398,-117.24232099999999,0,21.254,0,0,0,network,,,,,,,,81,,64,building,1
2019-03-10T09:21:48.350Z,32.878398,-117.24232099999999,0,21.25,0,0,0,network,,,,,,,,81,,65,building,1
2019-03-10T09:22:50.741Z,32.878398,-117.24232099999999,0,21.248,0,0,0,network,,,,,,,,81,,66,building,1
2019-03-10T09:23:52.994Z,32.87839,-117.242309,0,21.255,0,0,0,network,,,,,,,,81,,67,building,1
2019-03-10T09:24:55.225Z,32.87839,-117.24231200000001,0,21.171,0,0,0,network,,,,,,,,81,,68,building,1
2019-03-10T09:26:31.807Z,32.878397,-117.242309,0,20.864,0,0,0,network,,,,,,,,81,,69,building,1
2019-03-10T09:28:17.581Z,32.87839,-117.24231100000002,0,21.176,0,0,0,network,,,,,,,,81,,70,building,1
2019-03-10T09:29:58.893Z,32.878391,-117.24230800000001,0,20.92,0,0,0,network,,,,,,,,81,,71,building,1
2019-03-10T09:31:01.325Z,32.878387,-117.24231100000002,0,21.294,0,0,0,network,,,,,,,,81,,72,building,1
2019-03-10T09:32:03.680Z,32.878392,-117.24230800000001,0,21.236,0,0,0,network,,,,,,,,81,,73,building,1
2019-03-10T09:33:06.056Z,32.87839,-117.242309,0,21.303,0,0,0,network,,,,,,,,81,,74,building,1
2019-03-10T09:34:19.158Z,32.878397,-117.242309,0,20.891,0,0,0,network,,,,,,,,81,,75,building,1
2019-03-10T09:35:20.702Z,32.878391,-117.24230800000001,0,20.898000000000003,0,0,0,network,,,,,,,,81,,76,building,1
2019-03-10T09:36:31.193Z,32.878392,-117.24231,0,21.112,0,0,0,network,,,,,,,,81,,77,building,1
2019-03-10T09:37:50.393Z,32.878387,-117.24230800000001,0,21.359,0,0,0,network,,,,,,,,81,,78,building,1
2019-03-10T09:39:12.252Z,32.878396,-117.242309,0,20.613000000000003,0,0,0,network,,,,,,,,81,,79,building,1
2019-03-10T09:40:20.323Z,32.878392,-117.24231100000002,0,21.135,0,0,0,network,,,,,,,,81,,80,building,1
2019-03-10T09:42:04.284Z,32.878392,-117.24231100000002,0,21.135,0,0,0,network,,,,,,,,81,,81,building,1
2019-03-10T09:43:23.746Z,32.878387,-117.242309,0,21.351999999999997,0,0,0,network,,,,,,,,81,,82,building,1
2019-03-10T09:44:25.689Z,32.878388,-117.24230700000001,0,20.787,0,0,0,network,,,,,,,,81,,83,building,1
2019-03-10T09:45:27.257Z,32.87839,-117.242309,0,21.301,0,0,0,network,,,,,,,,81,,84,building,1
2019-03-10T09:46:29.589Z,32.878387,-117.24230800000001,0,21.366,0,0,0,network,,,,,,,,81,,85,building,1
2019-03-10T09:47:30.939Z,32.878397,-117.242309,0,20.813000000000002,0,0,0,network,,,,,,,,81,,86,building,1
2019-03-10T09:48:33.073Z,32.87839,-117.242309,0,21.271,0,0,0,network,,,,,,,,81,,87,building,1
2019-03-10T09:50:08.922Z,32.878386,-117.242313,0,20.0,0,0,0,network,,,,,,,,81,,88,building,1
2019-03-10T09:51:11.179Z,32.878394,-117.24230700000001,0,20.717,0,0,0,network,,,,,,,,81,,89,building,1
2019-03-10T09:52:31.671Z,32.87839,-117.242309,0,21.244,0,0,0,network,,,,,,,,81,,90,building,1
2019-03-10T09:53:34.035Z,32.87839,-117.24231100000002,0,21.144000000000002,0,0,0,network,,,,,,,,81,,91,building,1
2019-03-10T09:54:52.578Z,32.878397,-117.242309,0,20.776,0,0,0,network,,,,,,,,81,,92,building,1
2019-03-10T09:55:54.529Z,32.878388,-117.24230800000001,0,20.418,0,0,0,network,,,,,,,,81,,93,building,1
2019-03-10T09:56:56.122Z,32.878389,-117.24231100000002,0,21.338,0,0,0,network,,,,,,,,81,,94,building,1
2019-03-10T09:58:32.432Z,32.878396,-117.242309,0,20.773000000000003,0,0,0,network,,,,,,,,81,,95,building,1
2019-03-10T10:00:02.683Z,32.87839,-117.242309,0,21.241999999999997,0,0,0,network,,,,,,,,81,,96,building,1
2019-03-10T10:01:04.697Z,32.878391,-117.24231100000002,0,21.05,0,0,0,network,,,,,,,,81,,97,building,1
2019-03-10T10:02:32.855Z,32.878440999999995,-117.242352,0,22.265,0,0,0,network,,,,,,,,81,,98,building,1
2019-03-10T10:05:07.679Z,32.878446999999994,-117.242351,0,22.0,0,0,0,network,,,,,,,,81,,99,building,1
2019-03-10T10:06:14.447Z,32.878398,-117.24231699999999,0,21.223000000000003,0,0,0,network,,,,,,,,81,,100,building,1
2019-03-10T10:07:17.050Z,32.878398,-117.24231699999999,0,21.223000000000003,0,0,0,network,,,,,,,,81,,101,building,1
2019-03-10T10:08:19.358Z,32.878398,-117.24231699999999,0,21.224,0,0,0,network,,,,,,,,81,,102,building,1
2019-03-10T10:09:20.748Z,32.878398,-117.24231699999999,0,21.219,0,0,0,network,,,,,,,,81,,103,building,1
2019-03-10T10:10:23.096Z,32.878399,-117.24231699999999,0,21.22,0,0,0,network,,,,,,,,81,,104,building,1
2019-03-10T10:12:06.493Z,32.87839,-117.242309,0,21.238000000000003,0,0,0,network,,,,,,,,81,,105,building,1
2019-03-10T10:13:36.814Z,32.878386,-117.242313,0,20.0,0,0,0,network,,,,,,,,81,,106,building,1
2019-03-10T10:14:39.376Z,32.878391,-117.24230800000001,0,20.875999999999998,0,0,0,network,,,,,,,,81,,107,building,1
2019-03-10T10:15:41.941Z,32.87839,-117.242309,0,21.28,0,0,0,network,,,,,,,,81,,108,building,1
2019-03-10T10:17:06.056Z,32.8784,-117.24231699999999,0,20.964000000000002,0,0,0,network,,,,,,,,81,,109,building,1
2019-03-10T10:18:27.467Z,32.87839,-117.24231100000002,0,21.160999999999998,0,0,0,network,,,,,,,,81,,110,building,1
2019-03-10T10:19:37.910Z,32.878387,-117.24230800000001,0,20.842,0,0,0,network,,,,,,,,81,,111,building,1
2019-03-10T10:20:40.476Z,32.87839,-117.242309,0,21.26,0,0,0,network,,,,,,,,81,,112,building,1
2019-03-10T10:22:06.180Z,32.878403000000006,-117.242327,0,22.208000000000002,0,0,0,network,,,,,,,,81,,113,building,1
2019-03-10T10:23:37.927Z,32.878413,-117.24233799999999,0,21.899,0,0,0,network,,,,,,,,80,,114,building,1
2019-03-10T10:24:52.459Z,32.87839,-117.242309,0,21.24,0,0,0,network,,,,,,,,80,,115,building,1
2019-03-10T10:25:55.056Z,32.87839,-117.242309,0,21.238000000000003,0,0,0,network,,,,,,,,80,,116,building,1
2019-03-10T10:27:06.090Z,32.87839,-117.242309,0,21.236,0,0,0,network,,,,,,,,80,,117,building,1
2019-03-10T10:28:44.776Z,32.878414,-117.242337,0,21.848000000000003,0,0,0,network,,,,,,,,80,,118,building,1
2019-03-10T10:29:45.917Z,32.87839,-117.242309,0,21.233,0,0,0,network,,,,,,,,80,,119,building,1
2019-03-10T10:30:47.484Z,32.87839,-117.242309,0,21.241999999999997,0,0,0,network,,,,,,,,80,,120,building,1
2019-03-10T10:32:06.039Z,32.878398,-117.24231599999999,0,21.215999999999998,0,0,0,network,,,,,,,,80,,121,building,1
2019-03-10T10:33:39.936Z,32.87839,-117.242309,0,21.283,0,0,0,network,,,,,,,,80,,122,building,1
2019-03-10T10:34:41.960Z,32.87839,-117.242309,0,21.271,0,0,0,network,,,,,,,,80,,123,building,1
2019-03-10T10:36:20.160Z,32.8784,-117.24231499999999,0,21.136999999999997,0,0,0,network,,,,,,,,80,,124,building,1
2019-03-10T10:37:22.524Z,32.87839,-117.242309,0,21.266,0,0,0,network,,,,,,,,80,,125,building,1
2019-03-10T10:38:24.880Z,32.87839,-117.242309,0,21.275,0,0,0,network,,,,,,,,80,,126,building,1
2019-03-10T10:39:26.952Z,32.87839,-117.242309,0,21.243000000000002,0,0,0,network,,,,,,,,80,,127,building,1
2019-03-10T10:40:28.939Z,32.878399,-117.24231599999999,0,21.243000000000002,0,0,0,network,,,,,,,,80,,128,building,1
2019-03-10T10:42:07.021Z,32.878411,-117.242337,0,22.641,0,0,0,network,,,,,,,,80,,129,building,1
2019-03-10T10:43:51.755Z,32.87839,-117.242309,0,21.276999999999997,0,0,0,network,,,,,,,,80,,130,building,1
2019-03-10T10:44:53.615Z,32.87839,-117.242309,0,21.249000000000002,0,0,0,network,,,,,,,,80,,131,building,1
2019-03-10T10:45:56.201Z,32.87839,-117.24230800000001,0,20.95,0,0,0,network,,,,,,,,80,,132,building,1
2019-03-10T10:47:22.933Z,32.878423,-117.24235,0,21.873,0,0,0,network,,,,,,,,80,,133,building,1
2019-03-10T10:48:24.706Z,32.878398,-117.24232099999999,0,21.266,0,0,0,network,,,,,,,,80,,134,building,1
2019-03-10T10:49:27.116Z,32.87839,-117.242309,0,21.263,0,0,0,network,,,,,,,,80,,135,building,1
2019-03-10T10:51:10.170Z,32.878413,-117.242337,0,21.905,0,0,0,network,,,,,,,,80,,136,building,1
2019-03-10T10:52:22.632Z,32.87839,-117.24230800000001,0,21.261999999999997,0,0,0,network,,,,,,,,80,,137,building,1
2019-03-10T10:53:53.452Z,32.87839,-117.242309,0,21.258000000000003,0,0,0,network,,,,,,,,80,,138,building,1
2019-03-10T10:54:55.307Z,32.878398,-117.24231599999999,0,21.234,0,0,0,network,,,,,,,,80,,139,building,1
2019-03-10T10:55:57.165Z,32.878388,-117.24230800000001,0,20.823,0,0,0,network,,,,,,,,80,,140,building,1
2019-03-10T10:57:22.108Z,32.878388,-117.24230800000001,0,20.851,0,0,0,network,,,,,,,,80,,141,building,1
2019-03-10T10:58:58.622Z,32.87839,-117.242309,0,21.256999999999998,0,0,0,network,,,,,,,,80,,142,building,1
2019-03-10T11:00:00.719Z,32.87839,-117.24230800000001,0,21.258000000000003,0,0,0,network,,,,,,,,80,,143,building,1
2019-03-10T11:01:03.075Z,32.87839,-117.242309,0,21.261999999999997,0,0,0,network,,,,,,,,80,,144,building,1
2019-03-10T11:02:21.882Z,32.87839,-117.242309,0,21.261999999999997,0,0,0,network,,,,,,,,80,,145,building,1
2019-03-10T11:03:55.807Z,32.878388,-117.24230800000001,0,20.822,0,0,0,network,,,,,,,,80,,146,building,1
2019-03-10T11:04:58.168Z,32.878399,-117.24231699999999,0,21.249000000000002,0,0,0,network,,,,,,,,80,,147,building,1
2019-03-10T11:06:02.259Z,32.878399,-117.24231699999999,0,21.244,0,0,0,network,,,,,,,,80,,148,building,1
2019-03-10T11:07:21.819Z,32.878387,-117.242309,0,20.826999999999998,0,0,0,network,,,,,,,,80,,149,building,1
2019-03-10T11:08:24.176Z,32.878422,-117.242351,0,21.921,0,0,0,network,,,,,,,,80,,150,building,1
2019-03-10T11:09:58.071Z,32.878389,-117.24230700000001,0,20.689,0,0,0,network,,,,,,,,80,,151,building,1
2019-03-10T11:11:00.454Z,32.87839,-117.242309,0,21.256,0,0,0,network,,,,,,,,80,,152,building,1
2019-03-10T11:12:21.031Z,32.87839,-117.242309,0,21.255,0,0,0,network,,,,,,,,80,,153,building,1
2019-03-10T11:14:05.478Z,32.878389,-117.24230700000001,0,20.71,0,0,0,network,,,,,,,,80,,154,building,1
2019-03-10T11:15:06.616Z,32.87839,-117.242309,0,21.266,0,0,0,network,,,,,,,,80,,155,building,1
2019-03-10T11:16:08.465Z,32.87839,-117.242309,0,21.272,0,0,0,network,,,,,,,,80,,156,building,1
2019-03-10T11:17:20.960Z,32.878392,-117.24231,0,21.008000000000003,0,0,0,network,,,,,,,,80,,157,building,1
2019-03-10T11:18:23.020Z,32.878387,-117.24230800000001,0,21.339000000000002,0,0,0,network,,,,,,,,80,,158,building,1
2019-03-10T11:19:25.467Z,32.87839,-117.242309,0,21.255,0,0,0,network,,,,,,,,80,,159,building,1
2019-03-10T11:21:02.562Z,32.878388,-117.24230800000001,0,20.846,0,0,0,network,,,,,,,,80,,160,building,1
2019-03-10T11:22:21.131Z,32.878389,-117.24230700000001,0,20.71,0,0,0,network,,,,,,,,80,,161,building,1
2019-03-10T11:24:07.819Z,32.878389,-117.24230700000001,0,20.733,0,0,0,network,,,,,,,,80,,162,building,1
2019-03-10T11:25:09.469Z,32.878389,-117.242309,0,21.430999999999997,0,0,0,network,,,,,,,,80,,163,building,1
2019-03-10T11:26:51.148Z,32.87839,-117.24231100000002,0,21.173000000000002,0,0,0,network,,,,,,,,80,,164,building,1
2019-03-10T11:28:21.968Z,32.87839,-117.242309,0,21.243000000000002,0,0,0,network,,,,,,,,80,,165,building,1
2019-03-10T11:29:53.703Z,32.878419,-117.24235,0,21.733,0,0,0,network,,,,,,,,80,,166,building,1
2019-03-10T11:30:54.775Z,32.878391,-117.24230800000001,0,21.143,0,0,0,network,,,,,,,,80,,167,building,1
2019-03-10T11:31:57.097Z,32.87839,-117.242309,0,21.252,0,0,0,network,,,,,,,,80,,168,building,1
2019-03-10T11:33:21.795Z,32.87839,-117.242309,0,21.259,0,0,0,network,,,,,,,,80,,169,building,1
2019-03-10T11:34:24.042Z,32.87839,-117.242309,0,21.256,0,0,0,network,,,,,,,,80,,170,building,1
2019-03-10T11:36:02.960Z,32.878392,-117.24231100000002,0,21.055,0,0,0,network,,,,,,,,80,,171,building,1
2019-03-10T11:37:05.278Z,32.878388,-117.24230800000001,0,20.871,0,0,0,network,,,,,,,,80,,172,building,1
2019-03-10T11:38:22.029Z,32.87839,-117.242309,0,21.275,0,0,0,network,,,,,,,,80,,173,building,1
2019-03-10T11:39:24.391Z,32.878388,-117.24230800000001,0,20.875999999999998,0,0,0,network,,,,,,,,80,,174,building,1
2019-03-10T11:40:26.876Z,32.878388,-117.24230800000001,0,20.871,0,0,0,network,,,,,,,,80,,175,building,1
2019-03-10T11:42:06.736Z,32.87839,-117.24231100000002,0,21.186,0,0,0,network,,,,,,,,80,,176,building,1
2019-03-10T11:43:22.515Z,32.87839,-117.242309,0,21.276999999999997,0,0,0,network,,,,,,,,80,,177,building,1
2019-03-10T11:45:03.022Z,32.87839,-117.242309,0,21.258000000000003,0,0,0,network,,,,,,,,80,,178,building,1
2019-03-10T11:46:29.051Z,32.87839,-117.242309,0,21.269000000000002,0,0,0,network,,,,,,,,80,,179,building,1
2019-03-10T11:47:31.345Z,32.87839,-117.242309,0,21.250999999999998,0,0,0,network,,,,,,,,80,,180,building,1
2019-03-10T11:48:32.435Z,32.878398,-117.24232099999999,0,21.248,0,0,0,network,,,,,,,,80,,181,building,1
2019-03-10T11:49:34.817Z,32.878413,-117.242325,0,21.46,0,0,0,network,,,,,,,,80,,182,building,1
2019-03-10T11:51:03.467Z,32.87839,-117.242309,0,21.253,0,0,0,network,,,,,,,,80,,183,building,1
2019-03-10T11:52:29.908Z,32.87839,-117.242309,0,21.241999999999997,0,0,0,network,,,,,,,,80,,184,building,1
2019-03-10T11:53:32.370Z,32.878392,-117.24230800000001,0,21.171,0,0,0,network,,,,,,,,80,,185,building,1
2019-03-10T11:55:05.246Z,32.878414,-117.242324,0,22.284000000000002,0,0,0,network,,,,,,,,80,,186,building,1
2019-03-10T11:56:43.859Z,32.878391,-117.24231100000002,0,21.177,0,0,0,network,,,,,,,,80,,187,building,1
2019-03-10T11:57:45.714Z,32.87839,-117.242309,0,21.26,0,0,0,network,,,,,,,,80,,188,building,1
2019-03-10T11:58:47.948Z,32.878387,-117.242309,0,21.32,0,0,0,network,,,,,,,,80,,189,building,1
2019-03-10T12:00:10.285Z,32.87839,-117.242309,0,21.241,0,0,0,network,,,,,,,,80,,190,building,1
2019-03-10T12:01:12.801Z,32.878398,-117.24232099999999,0,21.243000000000002,0,0,0,network,,,,,,,,80,,191,building,1
2019-03-10T12:02:55.296Z,32.878392,-117.24231,0,20.99,0,0,0,network,,,,,,,,80,,192,building,1
2019-03-10T12:04:13.502Z,32.878398,-117.24232099999999,0,21.238000000000003,0,0,0,network,,,,,,,,80,,193,building,1
2019-03-10T12:05:15.065Z,32.878387,-117.242309,0,21.336,0,0,0,network,,,,,,,,80,,194,building,1
2019-03-10T12:06:17.408Z,32.87839,-117.242309,0,21.256,0,0,0,network,,,,,,,,80,,195,building,1
2019-03-10T12:07:20.084Z,32.878388,-117.24230800000001,0,20.829,0,0,0,network,,,,,,,,80,,196,building,1
2019-03-10T12:08:22.381Z,32.87839,-117.242309,0,21.244,0,0,0,network,,,,,,,,80,,197,building,1
2019-03-10T12:09:24.688Z,32.87839,-117.242309,0,21.25,0,0,0,network,,,,,,,,80,,198,building,1
2019-03-10T12:10:26.956Z,32.87839,-117.242309,0,21.25,0,0,0,network,,,,,,,,80,,199,building,1
2019-03-10T12:12:07.195Z,32.878414,-117.242324,0,22.285999999999998,0,0,0,network,,,,,,,,80,,200,building,1
2019-03-10T12:13:08.763Z,32.87839,-117.242309,0,21.249000000000002,0,0,0,network,,,,,,,,80,,201,building,1
2019-03-10T12:14:24.349Z,32.87839,-117.242309,0,21.243000000000002,0,0,0,network,,,,,,,,80,,202,building,1
2019-03-10T12:15:25.959Z,32.87839,-117.242309,0,21.238000000000003,0,0,0,network,,,,,,,,80,,203,building,1
2019-03-10T12:16:28.029Z,32.87839,-117.242309,0,21.264,0,0,0,network,,,,,,,,80,,204,building,1
2019-03-10T12:18:08.881Z,32.87839,-117.242309,0,21.261,0,0,0,network,,,,,,,,80,,205,building,1
2019-03-10T12:19:24.559Z,32.87839,-117.242309,0,21.261999999999997,0,0,0,network,,,,,,,,80,,206,building,1
2019-03-10T12:21:01.588Z,32.878403999999996,-117.24233100000001,0,21.379,0,0,0,network,,,,,,,,79,,207,building,1
2019-03-10T12:22:02.669Z,32.87839,-117.242309,0,21.268,0,0,0,network,,,,,,,,79,,208,building,1
2019-03-10T12:23:04.636Z,32.87839,-117.242309,0,21.256,0,0,0,network,,,,,,,,79,,209,building,1
2019-03-10T12:24:25.238Z,32.87839,-117.242309,0,21.269000000000002,0,0,0,network,,,,,,,,79,,210,building,1
2019-03-10T12:25:27.176Z,32.87839,-117.242309,0,21.261,0,0,0,network,,,,,,,,79,,211,building,1
2019-03-10T12:26:29.538Z,32.87839,-117.242309,0,21.261999999999997,0,0,0,network,,,,,,,,79,,212,building,1
2019-03-10T12:27:50.953Z,32.87839,-117.242309,0,21.264,0,0,0,network,,,,,,,,79,,213,building,1
2019-03-10T12:29:26.262Z,32.878387,-117.24230800000001,0,21.346,0,0,0,network,,,,,,,,79,,214,building,1
2019-03-10T12:30:32.737Z,32.87839,-117.242309,0,21.261999999999997,0,0,0,network,,,,,,,,79,,215,building,1
2019-03-10T12:31:34.896Z,32.87839,-117.242309,0,21.247,0,0,0,network,,,,,,,,79,,216,building,1
2019-03-10T12:32:36.940Z,32.878389,-117.242309,0,21.248,0,0,0,network,,,,,,,,79,,217,building,1
2019-03-10T12:33:39.296Z,32.878403000000006,-117.242329,0,21.4,0,0,0,network,,,,,,,,79,,218,building,1
2019-03-10T12:34:41.646Z,32.878389,-117.24231100000002,0,21.155,0,0,0,network,,,,,,,,79,,219,building,1
2019-03-10T12:36:02.961Z,32.878387,-117.242309,0,21.346999999999998,0,0,0,network,,,,,,,,79,,220,building,1
2019-03-10T12:37:06.052Z,32.87839,-117.242309,0,21.264,0,0,0,network,,,,,,,,79,,221,building,1
2019-03-10T12:38:08.399Z,32.87839,-117.242309,0,21.254,0,0,0,network,,,,,,,,79,,222,building,1
2019-03-10T12:39:42.449Z,32.878391,-117.24230800000001,0,21.165,0,0,0,network,,,,,,,,79,,223,building,1
2019-03-10T12:40:44.614Z,32.87839,-117.242309,0,21.265,0,0,0,network,,,,,,,,79,,224,building,1
2019-03-10T12:42:20.779Z,32.87839,-117.242309,0,21.265,0,0,0,network,,,,,,,,79,,225,building,1
2019-03-10T12:43:22.390Z,32.87839,-117.242309,0,21.272,0,0,0,network,,,,,,,,79,,226,building,1
