time,latitude,longitude,isDataPoint,distanceFromSensor(M)
2019-03-10T16:03,32.87839,-117.242308,TRUE,0
2019-03-10T16:04,32.878389,-117.242309,TRUE,0.1452065
2019-03-10T16:05,32.878389,-117.242309,FALSE,0.1452065
2019-03-10T16:06,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T16:07,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:08,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:09,32.87839,-117.242307,TRUE,0.093384243
2019-03-10T16:10,32.878393,-117.242307,TRUE,0.34640933
2019-03-10T16:11,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:12,32.878386,-117.242313,FALSE,0.64486
2019-03-10T16:13,32.87839,-117.242308,TRUE,0
2019-03-10T16:14,32.878391,-117.242308,TRUE,0.11119493
2019-03-10T16:15,32.878396,-117.242309,TRUE,0.67367339
2019-03-10T16:16,32.878396,-117.242309,TRUE,0.67367339
2019-03-10T16:17,32.878388,-117.242308,TRUE,0.22238985
2019-03-10T16:18,32.878392,-117.242308,TRUE,0.22238985
2019-03-10T16:19,32.878392,-117.242308,FALSE,0.22238985
2019-03-10T16:20,32.878391,-117.242309,TRUE,0.1452065
2019-03-10T16:21,32.878391,-117.242309,FALSE,0.1452065
2019-03-10T16:22,32.87839,-117.242306,TRUE,0.18676849
2019-03-10T16:23,32.878392,-117.242307,TRUE,0.24120088
2019-03-10T16:24,32.878394,-117.242308,TRUE,0.44477971
2019-03-10T16:25,32.878394,-117.242308,FALSE,0.44477971
2019-03-10T16:26,32.878392,-117.242309,TRUE,0.24120088
2019-03-10T16:27,32.878391,-117.242308,TRUE,0.11119493
2019-03-10T16:28,32.878389,-117.242307,TRUE,0.1452065
2019-03-10T16:29,32.878389,-117.242307,FALSE,0.1452065
2019-03-10T16:30,32.878427,-117.242319,TRUE,4.2405114
2019-03-10T16:31,32.878391,-117.242307,TRUE,0.1452065
2019-03-10T16:32,32.878391,-117.242307,TRUE,0.1452065
2019-03-10T16:33,32.878391,-117.242307,FALSE,0.1452065
2019-03-10T16:34,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T16:35,32.87839,-117.242305,FALSE,0.28015273
2019-03-10T16:36,32.878389,-117.242306,TRUE,0.21736324
2019-03-10T16:37,32.878389,-117.242306,TRUE,0.21736324
2019-03-10T16:38,32.87839,-117.242308,TRUE,0
2019-03-10T16:39,32.878391,-117.242307,TRUE,0.1452065
2019-03-10T16:40,32.878386,-117.242355,TRUE,4.4115385
2019-03-10T16:41,32.878391,-117.242307,TRUE,0.1452065
2019-03-10T16:42,32.878393,-117.242306,TRUE,0.38231044
2019-03-10T16:43,32.87839,-117.24231,TRUE,0.18676849
2019-03-10T16:44,32.878392,-117.242308,TRUE,0.22238985
2019-03-10T16:45,32.878392,-117.242308,FALSE,0.22238985
2019-03-10T16:46,32.878394,-117.242307,TRUE,0.45447729
2019-03-10T16:47,32.878393,-117.242308,TRUE,0.33358478
2019-03-10T16:48,32.87839,-117.242307,TRUE,0.093384243
2019-03-10T16:49,32.878392,-117.242307,TRUE,0.24120088
2019-03-10T16:50,32.878389,-117.242306,TRUE,0.21736324
2019-03-10T16:51,32.878389,-117.242306,FALSE,0.21736324
2019-03-10T16:52,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:53,32.878392,-117.242306,TRUE,0.290413
2019-03-10T16:54,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:55,32.878386,-117.242313,FALSE,0.64486
2019-03-10T16:56,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:57,32.878386,-117.242313,TRUE,0.64486
2019-03-10T16:58,32.878393,-117.242307,TRUE,0.34640933
2019-03-10T16:59,32.87839,-117.242308,TRUE,0
2019-03-10T17:00,32.878371,-117.242303,TRUE,2.1636848
2019-03-10T17:01,32.878371,-117.242303,FALSE,2.1636848
2019-03-10T17:02,32.878382,-117.242303,TRUE,1.0046549
2019-03-10T17:03,32.878389,-117.242309,TRUE,0.1452065
2019-03-10T17:04,32.878389,-117.242309,FALSE,0.1452065
2019-03-10T17:05,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:06,32.878388,-117.242307,TRUE,0.24120088
2019-03-10T17:07,32.878389,-117.242308,TRUE,0.11119493
2019-03-10T17:08,32.878393,-117.242306,TRUE,0.38231044
2019-03-10T17:09,32.878393,-117.242306,TRUE,0.38231044
2019-03-10T17:10,32.878383,-117.242318,TRUE,1.2156945
2019-03-10T17:11,32.878393,-117.242307,TRUE,0.34640933
2019-03-10T17:12,32.878392,-117.242306,TRUE,0.290413
2019-03-10T17:13,32.87839,-117.242306,TRUE,0.18676849
2019-03-10T17:14,32.878395,-117.242308,TRUE,0.55597463
2019-03-10T17:15,32.878395,-117.242308,FALSE,0.55597463
2019-03-10T17:16,32.87839,-117.242306,TRUE,0.18676849
2019-03-10T17:17,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:18,32.878391,-117.242306,TRUE,0.21736324
2019-03-10T17:19,32.878393,-117.242306,TRUE,0.38231044
2019-03-10T17:20,32.878393,-117.242306,FALSE,0.38231044
2019-03-10T17:21,32.878392,-117.24231,TRUE,0.290413
2019-03-10T17:22,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:23,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:24,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:25,32.87839,-117.242305,FALSE,0.28015273
2019-03-10T17:26,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:27,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:28,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:29,32.87839,-117.242305,TRUE,0.28015273
2019-03-10T17:30,32.878392,-117.242308,TRUE,0.22238985
2019-03-10T17:31,32.878392,-117.242308,FALSE,0.22238985
2019-03-10T17:32,32.878387,-117.24231,TRUE,0.38231044
2019-03-10T17:33,32.878386,-117.24231,TRUE,0.48240176
2019-03-10T17:34,32.87839,-117.242309,TRUE,0.093384243
2019-03-10T17:35,32.878388,-117.242308,TRUE,0.22238985
2019-03-10T17:36,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:37,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:38,32.878388,-117.242307,TRUE,0.24120088
2019-03-10T17:39,32.878388,-117.242307,FALSE,0.24120088
2019-03-10T17:40,32.878386,-117.242313,TRUE,0.64486
2019-03-10T17:41,32.878396,-117.242309,TRUE,0.67367339
2019-03-10T17:42,32.87839,-117.242309,TRUE,0.093384243
2019-03-10T17:43,32.87839,-117.242308,TRUE,0
2019-03-10T17:44,32.87839,-117.242308,FALSE,0
2019-03-10T17:45,32.878394,-117.242308,TRUE,0.44477971
2019-03-10T17:46,32.878389,-117.242307,TRUE,0.1452065
2019-03-10T17:47,32.878389,-117.242307,FALSE,0.1452065
2019-03-10T17:48,32.878392,-117.242308,TRUE,0.22238985
2019-03-10T17:49,32.878392,-117.242308,TRUE,0.22238985
2019-03-10T17:50,32.878388,-117.242308,TRUE,0.22238985
2019-03-10T17:51,32.878384,-117.242313,TRUE,0.81432835
