time,latitude,longitude,isDataPoint,distanceFromSensor(M)
2019-04-08T11:29,32.8704201,-117.2170304,TRUE,0
2019-04-08T11:30,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:31,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:32,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:33,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:34,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:35,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:36,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:37,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:38,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:39,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:40,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:41,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:42,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:43,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:44,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:45,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:46,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:47,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:48,32.8704201,-117.2170304,FALSE,0
2019-04-08T11:49,32.8704002,-117.2170444,TRUE,2.5702023
2019-04-08T11:50,32.8704091,-117.2170436,TRUE,1.7366161
2019-04-08T11:51,32.8704374,-117.2170002,TRUE,3.4140145
2019-04-08T11:52,32.8704425,-117.217026,TRUE,2.5244363
2019-04-08T11:53,32.8704425,-117.217026,FALSE,2.5244363
2019-04-08T11:54,32.8704005,-117.217045,TRUE,2.5708161
2019-04-08T11:55,32.870402,-117.2170408,TRUE,2.2347402
2019-04-08T11:56,32.87040955,-117.2171199,TRUE,8.4405609
2019-04-08T11:57,32.87040955,-117.2171199,FALSE,8.4405609
2019-04-08T11:58,32.87039813,-117.21709797,TRUE,6.766901
2019-04-08T11:59,32.8704151,-117.2170262,TRUE,0.68041689
2019-04-08T12:00,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:01,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:02,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:03,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:04,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:05,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:06,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:07,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:08,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:09,32.8704151,-117.2170262,FALSE,0.68041689
2019-04-08T12:10,32.8704107,-117.2170263,TRUE,1.1131624
2019-04-08T12:11,32.8704107,-117.2170263,FALSE,1.1131624
2019-04-08T12:12,32.87045231,-117.21703358,TRUE,3.5938808
2019-04-08T12:13,32.8704297,-117.217022,TRUE,1.3247386
2019-04-08T12:14,32.8703955,-117.2170387,TRUE,2.8431072
2019-04-08T12:15,32.8704002,-117.2170396,TRUE,2.373739
2019-04-08T12:16,32.8703925,-117.2170473,TRUE,3.4510552
2019-04-08T12:17,32.8703925,-117.2170473,FALSE,3.4510552
2019-04-08T12:18,32.8703936,-117.2170489,TRUE,3.4158464
2019-04-08T12:19,32.8703882,-117.2170442,TRUE,3.7740033
2019-04-08T12:20,32.8704021,-117.2170641,TRUE,3.7298441
2019-04-08T12:21,32.8703886,-117.2170445,TRUE,3.7419977
2019-04-08T12:22,32.8703886,-117.2170445,FALSE,3.7419977
2019-04-08T12:23,32.8703923,-117.2170609,TRUE,4.2035045
2019-04-08T12:24,32.8703962,-117.2170485,TRUE,3.1496181
2019-04-08T12:25,32.8704015,-117.2170599,TRUE,3.4450022
2019-04-08T12:26,32.870393,-117.2170609,TRUE,4.1465997
2019-04-08T12:27,32.8704019,-117.217062,TRUE,3.5784328
2019-04-08T12:28,32.8704023,-117.2170623,TRUE,3.5767713
2019-04-08T12:29,32.8704017,-117.2170612,TRUE,3.5299117
2019-04-08T12:30,32.8704017,-117.2170612,FALSE,3.5299117
2019-04-08T12:31,32.8704072,-117.217061,TRUE,3.1976009
2019-04-08T12:32,32.8703992,-117.2170611,TRUE,3.690722
2019-04-08T12:33,32.8703992,-117.2170611,FALSE,3.690722
2019-04-08T12:34,32.8703993,-117.2170499,TRUE,2.9437913
2019-04-08T12:35,32.8704246,-117.2170739,TRUE,4.0932787
2019-04-08T12:36,32.8703948,-117.2170477,TRUE,3.2441849
2019-04-08T12:37,32.8704061,-117.2170459,TRUE,2.1257729
2019-04-08T12:38,32.8704015,-117.2170441,TRUE,2.4320001
2019-04-08T12:39,32.8704015,-117.2170441,FALSE,2.4320001
2019-04-08T12:40,32.8703933,-117.217046,TRUE,3.3171034
