time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,idx,io,isIndoor
2019-03-21T18:13:21.122Z,32.880625300000005,-117.23719309999998,79.0999984741211,21.633000000000003,,,0,network,,,,,,,,86,,28,highway,0
2019-03-21T18:17:15.328Z,32.8806182,-117.2371858,,22.087,,,0,network,,,,,,,,85,,29,highway,0
2019-03-21T18:22:16.089Z,32.8806103,-117.2371888,79.0999984741211,21.518,,,0,network,,,,,,,,85,,30,highway,0
2019-03-21T18:27:15.560Z,32.8806369,-117.23714469999999,,21.807,,,0,network,,,,,,,,82,,31,highway,0
2019-03-21T18:28:37.802Z,32.8806339,-117.23709009999999,,22.366,,,0,network,,,,,,,,82,,32,highway,0
2019-03-21T18:32:26.300Z,32.8806609,-117.2371439,,21.816,,,0,network,,,,,,,,81,,33,highway,0
2019-03-21T18:37:15.451Z,32.880588800000005,-117.23719750000001,79.0999984741211,30.0,,,0,network,,,,,,,,81,,34,highway,0
2019-03-21T18:38:44.770Z,32.880610499999996,-117.2371919,79.0999984741211,21.619,,,0,network,,,,,,,,80,,35,highway,0
2019-03-21T18:42:16.269Z,32.880588800000005,-117.23719750000001,79.0999984741211,24.9,,,0,network,,,,,,,,80,,36,highway,0
2019-03-21T18:47:17.901Z,32.8806684,-117.2371568,,21.968000000000004,,,0,network,,,,,,,,80,,37,highway,0
2019-03-21T18:52:15.363Z,32.8806026,-117.2371922,79.0999984741211,21.339000000000002,,,0,network,,,,,,,,77,,38,highway,0
2019-03-21T18:53:16.738Z,32.880609299999996,-117.2371797,79.0999984741211,21.338,,,0,network,,,,,,,,76,,39,highway,0
2019-03-21T18:54:17.986Z,32.8806142,-117.23719369999999,79.0999984741211,21.551,,,0,network,,,,,,,,75,,40,highway,0
2019-03-21T18:55:41.714Z,32.880647499999995,-117.2371658,79.0999984741211,21.838,,,0,network,,,,,,,,75,,41,highway,0
2019-03-21T18:57:15.397Z,32.8806804,-117.23704840000002,,22.471,,,0,network,,,,,,,,75,,42,highway,0
2019-03-21T19:02:18.841Z,32.880641600000004,-117.23709,,22.318,,,0,network,,,,,,,,75,,43,highway,0
2019-03-21T19:07:53.359Z,32.881152,-117.2377127,,21.826999999999998,,,0,network,,,,,,,,72,,44,amenity,0
2019-03-21T19:09:55.787Z,32.881144899999995,-117.23765209999999,,24.052,,,0,network,,,,,,,,71,,45,amenity,0
2019-03-21T19:11:19.565Z,32.8811738,-117.2377116,,22.21,,,0,network,,,,,,,,71,,46,amenity,0
2019-03-21T19:12:38.708Z,32.8811376,-117.23773329999999,,21.761999999999997,,,0,network,,,,,,,,71,,47,amenity,0
2019-03-21T19:17:15.972Z,32.8811511,-117.2376443,,24.09,,,0,network,,,,,,,,69,,48,amenity,0
2019-03-21T19:22:13.189Z,32.8811861,-117.2376492,,25.111,,,0,network,,,,,,,,69,,49,amenity,0
2019-03-21T19:27:09.069Z,32.8811767,-117.23772920000002,,21.638,,,0,network,,,,,,,,68,,50,amenity,0
2019-03-21T19:29:43.905Z,32.8811858,-117.2377116,,22.735,,,0,network,,,,,,,,67,,51,amenity,0
2019-03-21T19:32:17.382Z,32.8811841,-117.23765530000001,,23.772,,,0,network,,,,,,,,67,,52,amenity,0
2019-03-21T19:37:17.518Z,32.881105100000006,-117.2377207,,21.726,,,0,network,,,,,,,,67,,53,amenity,0
2019-03-21T19:42:37.555Z,32.8811881,-117.2376952,,23.745,,,0,network,,,,,,,,65,,54,amenity,0
2019-03-21T19:47:14.706Z,32.8812304,-117.2377001,,21.761999999999997,,,0,network,,,,,,,,63,,55,amenity,0
2019-03-21T19:48:22.736Z,32.8812399,-117.23766359999999,,23.02,,,0,network,,,,,,,,63,,56,amenity,0
2019-03-21T19:52:17.548Z,32.881159499999995,-117.23768659999999,,24.038,,,0,network,,,,,,,,63,,57,amenity,0
2019-03-21T19:57:17.540Z,32.8811594,-117.23768670000001,,24.031999999999996,,,0,network,,,,,,,,63,,58,amenity,0
2019-03-21T20:07:17.527Z,32.88117630000001,-117.2376824,,24.465999999999998,,,0,network,,,,,,,,61,,59,amenity,0
2019-03-21T20:12:19.605Z,32.8811752,-117.2376588,,24.09,,,0,network,,,,,,,,61,,60,amenity,0
2019-03-21T20:17:10.010Z,32.8812043,-117.23766299999998,,23.750999999999998,,,0,network,,,,,,,,60,,61,amenity,0
2019-03-21T20:22:09.506Z,32.8812364,-117.2376959,,22.066,,,0,network,,,,,,,,60,,62,amenity,0
2019-03-21T20:27:15.933Z,32.8812004,-117.23769479999999,,23.658,,,0,network,,,,,,,,58,,63,amenity,0
2019-03-21T20:32:16.042Z,32.8812633,-117.23767600000001,,22.965999999999998,,,0,network,,,,,,,,58,,64,amenity,0
2019-03-21T20:37:16.534Z,32.881230800000004,-117.2377128,,21.616,,,0,network,,,,,,,,58,,65,amenity,0
2019-03-21T20:43:35.207Z,32.8812418,-117.2376837,,22.929000000000002,,,0,network,,,,,,,,57,,66,amenity,0
2019-03-21T20:48:35.025Z,32.881242300000004,-117.23770060000001,,39.6,,,0,network,,,,,,,,56,,67,amenity,0
2019-03-21T20:52:13.868Z,32.8812457,-117.23765459999998,,22.976999999999997,,,0,network,,,,,,,,56,,68,amenity,0
2019-03-21T20:57:16.530Z,32.8812302,-117.2377044,,22.927,,,0,network,,,,,,,,56,,69,amenity,0
2019-03-21T21:02:17.558Z,32.881196700000004,-117.23768740000001,,23.701,,,0,network,,,,,,,,56,,70,amenity,0
2019-03-21T21:12:16.538Z,32.8811837,-117.23769899999999,,23.649,,,0,network,,,,,,,,54,,71,amenity,0
2019-03-21T21:17:15.528Z,32.881135,-117.2377249,,21.612,,,0,network,,,,,,,,54,,72,amenity,0
2019-03-21T21:23:31.305Z,32.8812261,-117.23770640000001,96.5,21.785999999999998,,,0,network,,,,,,,,52,,73,amenity,0
2019-03-21T21:24:32.917Z,32.881242300000004,-117.23770060000001,,36.9,,,0,network,,,,,,,,52,,74,amenity,0
2019-03-21T21:26:18.531Z,32.8812092,-117.23768729999999,,23.701,,,0,network,,,,,,,,51,,75,amenity,0
2019-03-21T21:27:33.493Z,32.881244800000005,-117.23768179999999,,23.016,,,0,network,,,,,,,,51,,76,amenity,0
2019-03-21T21:34:17.952Z,32.8811486,-117.2377347,,21.747,,,0,network,,,,,,,,49,,77,amenity,0
2019-03-21T21:37:14.524Z,32.8811813,-117.23771200000002,,22.224,,,0,network,,,,,,,,49,,78,amenity,0
2019-03-21T21:42:13.548Z,32.8810283,-117.23774270000001,97.1999969482422,22.311999999999998,,,0,network,,,,,,,,49,,79,amenity,0
2019-03-21T21:47:19.291Z,32.88109785499915,-117.2354804239114,104.81479615842235,32.0,34.275259999999996,0.9015856,0,gps,1.4,1.7,2.2,-33.0,,,,49,,80,highway,0
2019-03-21T21:52:13.386Z,32.881718199999995,-117.235175,81.0999984741211,21.495,,,0,network,,,,,,,,48,,81,amenity,0
2019-03-21T21:56:50.422Z,32.881723,-117.2352169,81.0,21.708000000000002,,,0,network,,,,,,,,48,,82,amenity,0
2019-03-21T22:01:49.431Z,32.8817462,-117.2352078,81.0999984741211,21.509,,,0,network,,,,,,,,48,,83,amenity,0
2019-03-21T22:07:13.418Z,32.881751,-117.2352118,81.0999984741211,21.62,,,0,network,,,,,,,,48,,84,amenity,0
2019-03-21T22:12:13.401Z,32.8817136,-117.2351662,81.0999984741211,21.491999999999997,,,0,network,,,,,,,,46,,85,amenity,0
2019-03-21T22:17:12.436Z,32.8817037,-117.2352062,81.0,21.12,,,0,network,,,,,,,,46,,86,amenity,0
2019-03-21T22:22:13.724Z,32.8817175,-117.2351903,81.0999984741211,21.355,,,0,network,,,,,,,,45,,87,amenity,0
2019-03-21T22:27:13.713Z,32.881717800000004,-117.235174,81.0999984741211,21.279,,,0,network,,,,,,,,44,,88,amenity,0
2019-03-21T22:32:14.414Z,32.8814084,-117.2350871,,23.348000000000003,,,0,network,,,,,,,,44,,89,building,1
2019-03-21T22:37:14.502Z,32.8814341,-117.23508729999999,,23.816999999999997,,,0,network,,,,,,,,43,,90,building,1
2019-03-21T22:42:06.415Z,32.881731,-117.23521389999999,81.0999984741211,21.781999999999996,,,0,network,,,,,,,,43,,91,amenity,0
2019-03-21T22:47:30.475Z,32.8817453,-117.23520719999999,81.0,21.734,,,0,network,,,,,,,,43,,92,amenity,0
2019-03-21T22:52:12.977Z,32.8817453,-117.23520790000002,81.0999984741211,21.467,,,0,network,,,,,,,,41,,93,amenity,0
2019-03-21T22:57:13.459Z,32.8817451,-117.2352077,81.0999984741211,21.52,,,0,network,,,,,,,,41,,94,amenity,0
2019-03-21T23:02:13.429Z,32.8817452,-117.23520729999998,81.0999984741211,21.511,,,0,network,,,,,,,,40,,95,amenity,0
2019-03-21T23:06:49.661Z,32.8817452,-117.2352076,81.0999984741211,21.535,,,0,network,,,,,,,,40,,96,amenity,0
2019-03-21T23:12:13.408Z,32.881745,-117.23520819999999,81.0999984741211,21.503,,,0,network,,,,,,,,40,,97,amenity,0
2019-03-21T23:17:13.018Z,32.8817448,-117.23520829999998,81.0999984741211,21.508000000000003,,,0,network,,,,,,,,40,,98,amenity,0
2019-03-21T23:21:49.443Z,32.8817441,-117.23520800000001,81.0999984741211,21.445,,,0,network,,,,,,,,40,,99,amenity,0
2019-03-21T23:27:09.556Z,32.88175,-117.23520659999998,81.0999984741211,21.427,,,0,network,,,,,,,,39,,100,amenity,0
2019-03-21T23:28:11.442Z,32.881749199999994,-117.2352068,81.0999984741211,21.394000000000002,,,0,network,,,,,,,,38,,101,amenity,0
2019-03-21T23:29:49.450Z,32.8817664,-117.23521640000001,,22.081,,,0,network,,,,,,,,38,,102,amenity,0
2019-03-21T23:32:11.901Z,32.8817478,-117.2352075,81.0999984741211,21.500999999999998,,,0,network,,,,,,,,38,,103,amenity,0
2019-03-21T23:37:08.857Z,32.881745699999996,-117.2352076,81.0999984741211,21.379,,,0,network,,,,,,,,34,,104,amenity,0
2019-03-21T23:38:15.374Z,32.881746299999996,-117.2352081,81.0999984741211,21.524,,,0,network,,,,,,,,33,,105,amenity,0
2019-03-21T23:42:09.262Z,32.8817519,-117.2352087,81.0999984741211,21.51,,,0,network,,,,,,,,31,,106,amenity,0
2019-03-21T23:43:57.408Z,32.881747600000004,-117.23520900000001,81.0999984741211,21.421999999999997,,,0,network,,,,,,,,33,,107,amenity,0
2019-03-21T23:45:01.495Z,32.8817479,-117.23520859999999,81.0999984741211,21.5,,,0,network,,,,,,,,34,,108,amenity,0
2019-03-21T23:46:19.843Z,32.881747999999995,-117.2352075,81.0999984741211,21.535,,,0,network,,,,,,,,36,,109,amenity,0
2019-03-21T23:48:05.987Z,32.881748699999996,-117.23521070000001,81.0999984741211,21.479,,,0,network,,,,,,,,38,,110,amenity,0
2019-03-21T23:49:07.790Z,32.8817479,-117.2352085,81.0999984741211,21.491,,,0,network,,,,,,,,40,,111,amenity,0
2019-03-21T23:50:16.373Z,32.8817538,-117.23522120000001,81.0999984741211,21.471,,,0,network,,,,,,,,41,,112,amenity,0
2019-03-21T23:51:11.242Z,32.8817511,-117.23522220000001,81.0999984741211,21.604,,,0,network,,,,,,,,42,,113,amenity,0
2019-03-21T23:52:55.396Z,32.881747600000004,-117.2352176,81.0999984741211,21.997,,,0,network,,,,,,,,44,,114,amenity,0
2019-03-21T23:54:06.428Z,32.8817511,-117.23522009999999,81.0999984741211,21.565,,,0,network,,,,,,,,45,,115,amenity,0
2019-03-21T23:55:42.459Z,32.881745699999996,-117.2352076,81.0999984741211,21.555,,,0,network,,,,,,,,47,,116,amenity,0
2019-03-21T23:57:28.507Z,32.8817515,-117.23520590000001,81.0999984741211,21.263,,,0,network,,,,,,,,49,,117,amenity,0
2019-03-21T23:59:14.192Z,32.8817505,-117.23519850000001,81.0999984741211,21.613000000000003,,,0,network,,,,,,,,51,,118,amenity,0
2019-03-22T00:00:46.181Z,32.881747999999995,-117.23521559999999,81.0999984741211,21.480999999999998,,,0,network,,,,,,,,52,,119,amenity,0
2019-03-22T00:01:56.264Z,32.881747600000004,-117.235207,81.0999984741211,21.358,,,0,network,,,,,,,,54,,120,amenity,0
2019-03-22T00:03:48.021Z,32.8817442,-117.2352094,81.0999984741211,22.5,,,0,network,,,,,,,,56,,121,amenity,0
2019-03-22T00:05:11.462Z,32.881747,-117.23520800000001,81.0999984741211,21.561,,,0,network,,,,,,,,57,,122,amenity,0
2019-03-22T00:06:43.421Z,32.8817478,-117.235216,81.0999984741211,21.601999999999997,,,0,network,,,,,,,,58,,123,amenity,0
2019-03-22T00:08:05.990Z,32.881751799999996,-117.2352119,81.0999984741211,21.624000000000002,,,0,network,,,,,,,,60,,124,amenity,0
2019-03-22T00:09:47.900Z,32.8817466,-117.23521629999999,81.0999984741211,21.443,,,0,network,,,,,,,,62,,125,amenity,0
2019-03-22T00:10:46.425Z,32.8817472,-117.23520829999998,81.0999984741211,21.518,,,0,network,,,,,,,,63,,126,amenity,0
2019-03-22T00:12:23.404Z,32.8817462,-117.23520800000001,81.0999984741211,21.596,,,0,network,,,,,,,,65,,127,amenity,0
2019-03-22T00:13:29.391Z,32.8817464,-117.23520740000001,81.0999984741211,21.56,,,0,network,,,,,,,,66,,128,amenity,0
2019-03-22T00:14:47.467Z,32.881746299999996,-117.23520790000002,81.0999984741211,21.426,,,0,network,,,,,,,,67,,129,amenity,0
2019-03-22T00:16:14.779Z,32.8817462,-117.23520790000002,81.0999984741211,21.701,,,0,network,,,,,,,,69,,130,amenity,0
2019-03-22T00:16:18.601Z,32.881746500000006,-117.23520790000002,81.0999984741211,21.385,,,0,network,,,,,,,,70,,131,amenity,0
2019-03-22T00:18:20.236Z,32.881746899999996,-117.23519990000001,81.0999984741211,21.961,,,0,network,,,,,,,,71,,132,amenity,0
2019-03-22T00:20:05.986Z,32.8817461,-117.2352081,81.0999984741211,21.574,,,0,network,,,,,,,,72,,133,amenity,0
2019-03-22T00:21:10.015Z,32.8817458,-117.2352081,81.0999984741211,21.593000000000004,,,0,network,,,,,,,,73,,134,amenity,0
2019-03-22T00:22:49.766Z,32.8817458,-117.23520819999999,81.0999984741211,21.531,,,0,network,,,,,,,,75,,135,amenity,0
2019-03-22T00:23:51.216Z,32.881746899999996,-117.2351993,81.0999984741211,21.441999999999997,,,0,network,,,,,,,,76,,136,amenity,0
2019-03-22T00:25:27.995Z,32.8817468,-117.23520800000001,81.0999984741211,21.496,,,0,network,,,,,,,,77,,137,amenity,0
2019-03-22T00:26:32.375Z,32.8817464,-117.23520859999999,81.0999984741211,21.593000000000004,,,0,network,,,,,,,,78,,138,amenity,0
2019-03-22T00:28:06.380Z,32.8817467,-117.23520829999998,81.0999984741211,21.616,,,0,network,,,,,,,,79,,139,amenity,0
2019-03-22T00:29:50.596Z,32.8817461,-117.23520800000001,81.0999984741211,21.575,,,0,network,,,,,,,,81,,140,amenity,0
2019-03-22T00:31:31.912Z,32.881747,-117.2352061,81.0999984741211,21.506999999999998,,,0,network,,,,,,,,82,,141,amenity,0
2019-03-22T00:33:17.646Z,32.8817521,-117.23521709999999,81.0999984741211,21.496,,,0,network,,,,,,,,83,,142,amenity,0
2019-03-22T00:35:02.613Z,32.8817515,-117.2352192,81.0999984741211,21.155,,,0,network,,,,,,,,84,,143,amenity,0
2019-03-22T00:36:06.589Z,32.8817512,-117.23521940000002,81.0999984741211,21.554000000000002,,,0,network,,,,,,,,85,,144,amenity,0
2019-03-22T00:37:12.379Z,32.881750399999994,-117.2352206,81.0999984741211,21.502,,,0,network,,,,,,,,86,,145,amenity,0
2019-03-22T00:38:56.571Z,32.881750800000006,-117.2352192,81.0999984741211,21.456,,,0,network,,,,,,,,86,,146,amenity,0
2019-03-22T00:39:57.870Z,32.8817533,-117.2352095,81.0999984741211,21.435,,,0,network,,,,,,,,87,,147,amenity,0
2019-03-22T00:41:17.379Z,32.8817483,-117.23520790000002,81.0999984741211,21.465999999999998,,,0,network,,,,,,,,90,,148,amenity,0
2019-03-22T00:42:21.010Z,32.8817516,-117.2352084,81.0999984741211,21.471999999999998,,,0,network,,,,,,,,91,,149,amenity,0
2019-03-22T00:44:06.043Z,32.8817472,-117.2352087,81.0999984741211,21.409000000000002,,,0,network,,,,,,,,91,,150,amenity,0
2019-03-22T00:45:37.690Z,32.881753100000005,-117.23522140000001,86.0999984741211,21.37,,,0,network,,,,,,,,92,,151,amenity,0
2019-03-22T00:46:57.998Z,32.881750800000006,-117.2352076,81.0999984741211,21.424,,,0,network,,,,,,,,93,,152,amenity,0
2019-03-22T00:48:16.041Z,32.881748699999996,-117.2352105,81.0999984741211,21.526,,,0,network,,,,,,,,96,,153,amenity,0
2019-03-22T00:49:17.447Z,32.8817514,-117.2352092,81.0999984741211,21.522,,,0,network,,,,,,,,98,,154,amenity,0
2019-03-22T00:50:43.424Z,32.881749600000006,-117.23520970000001,81.0999984741211,21.444000000000003,,,0,network,,,,,,,,100,,155,amenity,0
2019-03-22T00:52:09.020Z,32.8817517,-117.23520649999999,81.0999984741211,21.359,,,0,network,,,,,,,,100,,156,amenity,0
2019-03-22T00:53:10.290Z,32.881753499999995,-117.23520520000001,81.0999984741211,21.171999999999997,,,0,network,,,,,,,,100,,157,amenity,0
2019-03-22T00:54:28.668Z,32.881753100000005,-117.2352092,81.0999984741211,21.394000000000002,,,0,network,,,,,,,,100,,158,amenity,0
2019-03-22T00:55:47.193Z,32.881751799999996,-117.23520829999998,81.0999984741211,21.371,,,0,network,,,,,,,,100,,159,amenity,0
2019-03-22T00:57:17.733Z,32.881749199999994,-117.2352094,81.0999984741211,21.488000000000003,,,0,network,,,,,,,,100,,160,amenity,0
2019-03-22T00:58:40.036Z,32.881749400000004,-117.2352158,81.0999984741211,21.441999999999997,,,0,network,,,,,,,,100,,161,amenity,0
2019-03-22T01:00:04.799Z,32.881748699999996,-117.23520859999999,81.0999984741211,21.486,,,0,network,,,,,,,,100,,162,amenity,0
2019-03-22T01:01:42.623Z,32.8817472,-117.2352077,81.0999984741211,21.534000000000002,,,0,network,,,,,,,,100,,163,amenity,0
2019-03-22T01:01:42.623Z,32.8817467,-117.23520859999999,81.0999984741211,21.285,,,0,network,,,,,,,,100,,164,amenity,0
2019-03-22T01:04:03.785Z,32.8817485,-117.23521070000001,81.0999984741211,21.467,,,0,network,,,,,,,,100,,165,amenity,0
2019-03-22T01:05:05.664Z,32.8816111,-117.2351419,,22.348000000000003,,,0,network,,,,,,,,100,,166,building,1
2019-03-22T01:06:42.654Z,32.880959999999995,-117.23540359999998,76.19999694824219,22.633000000000003,,,0,network,,,,,,,,100,,167,amenity,0
2019-03-22T01:08:10.339Z,32.88040498244514,-117.236467744016,65.76140059228257,32.0,278.8879,1.4016587999999999,0,gps,1.6,1.6,2.3,-33.0,,,,100,,168,amenity,0
2019-03-22T01:09:42.513Z,32.8798477,-117.2375723,81.0,27.746,,,0,network,,,,,,,,100,,169,amenity,0
2019-03-22T01:11:12.976Z,32.87885148473165,-117.2380981704923,69.74884196435643,24.0,315.6046,0.7129449000000001,9,gps,1.4,1.6,2.1,-33.0,,,,100,,170,building,1
2019-03-22T01:12:12.538Z,32.878482399999996,-117.238285,,25.58,,,0,network,,,,,,,,100,,171,building,1
2019-03-22T01:17:11.682Z,32.875892300000004,-117.24097379999999,91.6999969482422,24.984,,,0,network,,,,,,,,100,,172,building,1
2019-03-22T01:22:12.053Z,32.874482799999996,-117.24228400000001,91.0999984741211,21.496,,,0,network,,,,,,,,99,,173,building,1
2019-03-22T01:23:33.036Z,32.874478499999995,-117.2422902,91.0999984741211,24.680999999999997,,,0,network,,,,,,,,98,,174,building,1
2019-03-22T01:27:09.662Z,32.874488,-117.2422817,91.0999984741211,21.386,,,0,network,,,,,,,,97,,175,building,1
2019-03-22T01:28:11.168Z,32.8744803,-117.24228740000001,91.0999984741211,22.294,,,0,network,,,,,,,,96,,176,building,1
2019-03-22T01:29:47.868Z,32.874763300000005,-117.2415462,91.1999969482422,21.348000000000003,,,0,network,,,,,,,,95,,177,building,1
2019-03-22T01:31:02.673Z,32.874793635625146,-117.24072273219801,105.14308786968977,24.0,103.37961,0.818195,0,gps,1.4,1.8,2.3,-33.0,,,,95,,178,amenity,0
2019-03-22T01:32:20.889Z,32.8746534,-117.2403658,91.8000030517578,22.474,,,0,network,,,,,,,,94,,179,building,1
2019-03-22T01:34:03.626Z,32.8745276,-117.240109,88.80000305175781,22.342,,,0,network,,,,,,,,93,,180,building,1
2019-03-22T01:35:23.733Z,32.8745312,-117.24007250000001,88.80000305175781,21.364,,,0,network,,,,,,,,93,,181,building,1
2019-03-22T01:36:19.783Z,32.874532300000006,-117.24007409999999,88.80000305175781,21.27,,,0,network,,,,,,,,92,,182,building,1
2019-03-22T01:38:03.283Z,32.8745374,-117.2400845,88.80000305175781,21.153000000000002,,,0,network,,,,,,,,91,,183,building,1
2019-03-22T01:39:24.546Z,32.874522999999996,-117.24004779999999,88.80000305175781,21.759,,,0,network,,,,,,,,90,,184,building,1
2019-03-22T01:40:39.048Z,32.8745287,-117.240036,88.80000305175781,21.831999999999997,,,0,network,,,,,,,,90,,185,building,1
2019-03-22T01:41:40.015Z,32.8745224,-117.24005,91.0,21.986,,,0,network,,,,,,,,89,,186,building,1
2019-03-22T01:43:06.615Z,32.8745244,-117.2400751,88.80000305175781,21.926,,,0,network,,,,,,,,88,,187,building,1
2019-03-22T01:44:41.709Z,32.8745372,-117.2400868,88.80000305175781,22.375999999999998,,,0,network,,,,,,,,88,,188,building,1
2019-03-22T01:46:07.915Z,32.8745222,-117.2400497,88.80000305175781,21.57,,,0,network,,,,,,,,87,,189,building,1
2019-03-22T01:47:09.877Z,32.8745294,-117.2400367,88.80000305175781,21.789,,,0,network,,,,,,,,87,,190,building,1
2019-03-22T01:48:15.902Z,32.8745124,-117.24001820000001,88.19999694824219,21.785,,,0,network,,,,,,,,86,,191,building,1
2019-03-22T01:52:08.854Z,32.8744948,-117.24002949999999,,21.66,,,0,network,,,,,,,,86,,192,building,1
2019-03-22T01:57:08.905Z,32.874505600000006,-117.23998870000001,,21.697,,,0,network,,,,,,,,85,,193,building,1
2019-03-22T02:02:08.894Z,32.8745279,-117.2399982,,25.076,,,0,network,,,,,,,,85,,194,building,1
2019-03-22T02:06:49.083Z,32.8745115,-117.2399929,88.19999694824219,22.406,,,0,network,,,,,,,,84,,195,building,1
2019-03-22T02:12:08.962Z,32.8745142,-117.23995910000001,,23.764,,,0,network,,,,,,,,83,,196,building,1
2019-03-22T02:17:08.931Z,32.8745157,-117.23999170000002,,21.658,,,0,network,,,,,,,,83,,197,building,1
2019-03-22T02:22:09.114Z,32.8745167,-117.23998770000001,,21.712,,,0,network,,,,,,,,82,,198,building,1
2019-03-22T02:27:09.018Z,32.874512599999996,-117.24000249999999,88.19999694824219,22.293000000000003,,,0,network,,,,,,,,82,,199,building,1
2019-03-22T02:32:08.967Z,32.8745197,-117.24000190000001,88.19999694824219,22.326999999999998,,,0,network,,,,,,,,82,,200,building,1
2019-03-22T02:37:09.001Z,32.874513300000004,-117.2399972,,21.605,,,0,network,,,,,,,,81,,201,building,1
2019-03-22T02:42:09.067Z,32.8745301,-117.2400513,,31.374000000000002,,,0,network,,,,,,,,81,,202,building,1
2019-03-22T02:47:08.942Z,32.8745285,-117.2399988,88.19999694824219,22.329,,,0,network,,,,,,,,80,,203,building,1
2019-03-22T02:52:09.015Z,32.8745065,-117.24001159999999,88.19999694824219,21.583000000000002,,,0,network,,,,,,,,79,,204,building,1
2019-03-22T02:57:09.026Z,32.874522,-117.2400227,88.19999694824219,21.813000000000002,,,0,network,,,,,,,,79,,205,building,1
