time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-03-21T16:55:32.700Z,32.8700707,-117.2172744,80.4000015258789,21.37,,,0,network,,,,,,,,100,
2019-03-21T16:55:51.935Z,32.8700739,-117.2172715,82.0999984741211,21.399,,,0,network,,,,,,,,100,
2019-03-21T16:56:52.999Z,32.870087195045016,-117.21733783527475,82.4875690770055,8.0,,0.0,12,gps,0.8,1.6,1.9,-33.0,,,,100,
2019-03-21T17:02:18.000Z,32.87003596299186,-117.21721000611215,69.91979350070534,16.0,,,0,gps,1.6,99.0,140.0,-33.0,,,,99,
2019-03-21T17:07:15.431Z,32.8710556,-117.2187341,,25.674,,,0,network,,,,,,,,97,
2019-03-21T17:08:17.342Z,32.8711485,-117.2180882,74.19999694824219,22.574,,,0,network,,,,,,,,97,
2019-03-21T17:09:18.783Z,32.8708961,-117.2183538,,23.723,,,0,network,,,,,,,,97,
2019-03-21T17:10:50.881Z,32.8710439,-117.2193418,,22.867,,,0,network,,,,,,,,96,
2019-03-21T17:12:08.493Z,32.872146544807535,-117.22629692465489,61.85568060563698,12.0,291.46973,14.339414,8,gps,1.2,3.3,3.8,-33.0,,,,95,
2019-03-21T17:13:13.309Z,32.87183314536372,-117.23279825350329,59.31545874484146,32.0,268.53094,11.787705,0,gps,3.2,99.0,140.0,-33.0,,,,95,
2019-03-21T17:14:31.149Z,32.8758202,-117.2336183,,28.541,,,0,network,,,,,,,,94,
2019-03-21T17:16:05.489Z,32.877263999192735,-117.23543915984703,79.60735910418985,4.0,297.2864,1.5130465,0,gps,0.4,99.0,140.0,-33.0,,,,94,
2019-03-21T17:17:24.596Z,32.877964,-117.2362016,,22.382,,,0,network,,,,,,,,93,
2019-03-21T17:19:04.306Z,32.8784644,-117.2372298,80.30000305175781,22.644,,,0,network,,,,,,,,93,
2019-03-21T17:20:25.460Z,32.8794473,-117.2375849,81.30000305175781,23.835,,,0,network,,,,,,,,92,
2019-03-21T17:21:51.122Z,32.8801674,-117.2371254,,27.41,,,0,network,,,,,,,,92,
2019-03-21T17:23:11.391Z,32.8810279,-117.2370274,79.0999984741211,21.867,,,0,network,,,,,,,,91,
