time,lat,lon,elevation,accuracy,bearing,speed,satellites,idx,io,isIndoor
2019-03-05T10:48:35.525Z,32.878353000000004,-117.24230700000001,0,21.383000000000003,0.0,0.0,0,145,building,1
2019-03-05T10:49:53.655Z,32.878351,-117.24231,0,21.171999999999997,0.0,0.0,0,146,building,1
2019-03-05T10:51:30.114Z,32.878353000000004,-117.24230700000001,0,21.351,0.0,0.0,0,147,building,1
2019-03-05T10:52:31.616Z,32.878351,-117.24230800000001,0,21.25,0.0,0.0,0,148,building,1
2019-03-05T10:53:40.256Z,32.878351,-117.24230800000001,0,21.448,0.0,0.0,0,149,building,1
2019-03-05T10:54:50.452Z,32.878351,-117.24230800000001,0,21.455,0.0,0.0,0,150,building,1
2019-03-05T10:56:28.859Z,32.878353000000004,-117.24230800000001,0,21.42,0.0,0.0,0,151,building,1
2019-03-05T10:57:29.977Z,32.878357,-117.242306,0,21.448,0.0,0.0,0,152,building,1
2019-03-05T10:58:31.119Z,32.878351,-117.24230800000001,0,21.456999999999997,0.0,0.0,0,153,building,1
2019-03-05T10:59:56.707Z,32.878356,-117.242305,0,21.445999999999998,0.0,0.0,0,154,building,1
2019-03-05T11:01:27.622Z,32.878351,-117.24230800000001,0,21.279,0.0,0.0,0,155,building,1
2019-03-05T11:02:55.160Z,32.878356,-117.242306,0,21.403000000000002,0.0,0.0,0,156,building,1
2019-03-05T11:03:56.224Z,32.878358,-117.24230800000001,0,21.041,0.0,0.0,0,157,building,1
2019-03-05T11:04:57.274Z,32.878353000000004,-117.242309,0,21.254,0.0,0.0,0,158,building,1
2019-03-05T11:06:26.433Z,32.878351,-117.24230800000001,0,21.264,0.0,0.0,0,159,building,1
2019-03-05T11:07:27.570Z,32.878352,-117.242309,0,21.468000000000004,0.0,0.0,0,160,building,1
2019-03-05T11:08:28.629Z,32.878347,-117.24230800000001,0,21.033,0.0,0.0,0,161,building,1
2019-03-05T11:09:56.730Z,32.878353999999995,-117.24231100000002,0,21.936999999999998,0.0,0.0,0,162,building,1
2019-03-05T11:11:25.086Z,32.878351,-117.242309,0,21.27,0.0,0.0,0,163,building,1
2019-03-05T11:12:26.152Z,32.878357,-117.242305,0,21.423000000000002,0.0,0.0,0,164,building,1
2019-03-05T11:13:27.252Z,32.878351,-117.24230800000001,0,21.276,0.0,0.0,0,165,building,1
2019-03-05T11:14:46.964Z,32.878356,-117.242305,0,21.4,0.0,0.0,0,166,building,1
2019-03-05T11:16:23.880Z,32.878351,-117.24230800000001,0,21.45,0.0,0.0,0,167,building,1
2019-03-05T11:17:25.009Z,32.878351,-117.24230800000001,0,21.451,0.0,0.0,0,168,building,1
2019-03-05T11:18:36.774Z,32.878351,-117.24230800000001,0,21.253,0.0,0.0,0,169,building,1
2019-03-05T11:19:56.760Z,32.878346,-117.242309,0,21.004,0.0,0.0,0,170,building,1
2019-03-05T11:21:41.725Z,32.878347,-117.24230800000001,0,20.778000000000002,0.0,0.0,0,171,building,1
2019-03-05T11:22:42.749Z,32.878351,-117.24231100000002,0,21.166999999999998,0.0,0.0,0,172,building,1
2019-03-05T11:23:43.805Z,32.878351,-117.242309,0,21.448,0.0,0.0,0,173,building,1
2019-03-05T11:24:44.884Z,32.878351,-117.242309,0,21.459,0.0,0.0,0,174,building,1
2019-03-05T11:25:46.003Z,32.878351,-117.242309,0,21.459,0.0,0.0,0,175,building,1
2019-03-05T11:26:47.266Z,32.878352,-117.24230800000001,0,21.462,0.0,0.0,0,176,building,1
2019-03-05T11:27:48.594Z,32.878351,-117.24230800000001,0,21.463,0.0,0.0,0,177,building,1
2019-03-05T11:28:49.725Z,32.878351,-117.24230800000001,0,21.467,0.0,0.0,0,178,building,1
2019-03-05T11:29:56.797Z,32.878353000000004,-117.24230800000001,0,21.38,0.0,0.0,0,179,building,1
2019-03-05T11:31:12.696Z,32.878351,-117.24230800000001,0,21.267,0.0,0.0,0,180,building,1
2019-03-05T11:32:13.719Z,32.878351,-117.24230800000001,0,21.265,0.0,0.0,0,181,building,1
2019-03-05T11:33:14.839Z,32.878351,-117.24231,0,21.180999999999997,0.0,0.0,0,182,building,1
2019-03-05T11:34:15.977Z,32.878351,-117.24230800000001,0,21.465999999999998,0.0,0.0,0,183,building,1
2019-03-05T11:35:17.056Z,32.878351,-117.24230800000001,0,21.471999999999998,0.0,0.0,0,184,building,1
2019-03-05T11:36:23.204Z,32.878352,-117.24230800000001,0,21.465999999999998,0.0,0.0,0,185,building,1
2019-03-05T11:37:49.800Z,32.878357,-117.242306,0,21.401999999999997,0.0,0.0,0,186,building,1
2019-03-05T11:38:51.055Z,32.878351,-117.24230800000001,0,21.467,0.0,0.0,0,187,building,1
2019-03-05T11:39:56.913Z,32.878351,-117.24230800000001,0,21.462,0.0,0.0,0,188,building,1
2019-03-05T11:40:58.024Z,32.878353000000004,-117.24230700000001,0,21.366,0.0,0.0,0,189,building,1
2019-03-05T11:42:34.413Z,32.878353000000004,-117.24231,0,21.24,0.0,0.0,0,190,building,1
2019-03-05T11:43:52.397Z,32.878351,-117.242309,0,21.256,0.0,0.0,0,191,building,1
2019-03-05T11:44:53.527Z,32.878351,-117.24230800000001,0,21.456,0.0,0.0,0,192,building,1
2019-03-05T11:46:11.856Z,32.878357,-117.242306,0,21.391,0.0,0.0,0,193,building,1
2019-03-05T11:47:53.324Z,32.878351,-117.24230800000001,0,21.273000000000003,0.0,0.0,0,194,building,1
2019-03-05T11:48:54.365Z,32.878351,-117.24230800000001,0,21.468000000000004,0.0,0.0,0,195,building,1
2019-03-05T11:49:56.947Z,32.878351,-117.24231100000002,0,21.18,0.0,0.0,0,196,building,1
