time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,idx,location_type,isIndoor
2019-03-31T22:00:45.973Z,32.8783169,-117.242309,0,21.245,0,0,0,network,,,,,,,,100,,0,building,1
2019-03-31T22:02:00.365Z,32.8783168,-117.2423077,0,21.225,0,0,0,network,,,,,,,,100,,1,building,1
2019-03-31T22:03:20.541Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,2,building,1
2019-03-31T22:04:21.588Z,32.8783158,-117.242309,0,21.326,0,0,0,network,,,,,,,,100,,3,building,1
2019-03-31T22:05:22.684Z,32.878313,-117.24230800000001,0,21.308000000000003,0,0,0,network,,,,,,,,100,,4,building,1
2019-03-31T22:06:23.958Z,32.8783156,-117.2423092,0,21.24,0,0,0,network,,,,,,,,100,,5,building,1
2019-03-31T22:07:55.365Z,32.878322,-117.24231129999998,0,20.964000000000002,0,0,0,network,,,,,,,,100,,6,building,1
2019-03-31T22:08:57.615Z,32.8783152,-117.24230890000001,0,21.324,0,0,0,network,,,,,,,,100,,7,building,1
2019-03-31T22:10:27.947Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,8,building,1
2019-03-31T22:11:31.320Z,32.8783367,-117.24231759999999,0,21.186,0,0,0,network,,,,,,,,100,,9,building,1
2019-03-31T22:12:45.867Z,32.8783235,-117.2423131,0,21.245,0,0,0,network,,,,,,,,100,,10,building,1
2019-03-31T22:13:57.948Z,32.8783099,-117.2423051,0,21.206999999999997,0,0,0,network,,,,,,,,100,,11,building,1
2019-03-31T22:15:26.952Z,32.878309,-117.2423054,0,21.061,0,0,0,network,,,,,,,,100,,12,building,1
2019-03-31T22:16:43.952Z,32.878309,-117.24230520000002,0,21.153000000000002,0,0,0,network,,,,,,,,100,,13,building,1
2019-03-31T22:17:56.965Z,32.878309,-117.2423054,0,20.951,0,0,0,network,,,,,,,,100,,14,building,1
2019-03-31T22:19:24.007Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,15,building,1
2019-03-31T22:21:03.658Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,16,building,1
2019-03-31T22:22:04.667Z,32.8783159,-117.24230700000001,0,21.133000000000003,0,0,0,network,,,,,,,,100,,17,building,1
2019-03-31T22:23:08.153Z,32.8783145,-117.2423077,0,21.284000000000002,0,0,0,network,,,,,,,,100,,18,building,1
2019-03-31T22:24:10.218Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,19,building,1
2019-03-31T22:25:24.784Z,32.8783147,-117.24230659999999,0,21.158,0,0,0,network,,,,,,,,100,,20,building,1
2019-03-31T22:26:26.925Z,32.8783087,-117.242305,0,21.224,0,0,0,network,,,,,,,,100,,21,building,1
2019-03-31T22:27:58.159Z,32.878314,-117.2423064,0,21.264,0,0,0,network,,,,,,,,100,,22,building,1
2019-03-31T22:28:59.189Z,32.878316,-117.2423075,0,21.147,0,0,0,network,,,,,,,,100,,23,building,1
2019-03-31T22:30:01.247Z,32.8783176,-117.2423067,0,20.976999999999997,0,0,0,network,,,,,,,,100,,24,building,1
2019-03-31T22:31:26.257Z,32.8783095,-117.242309,0,20.4,0,0,0,network,,,,,,,,100,,25,building,1
2019-03-31T22:32:28.997Z,32.8783095,-117.242309,0,20.0,0,0,0,network,,,,,,,,100,,26,building,1
2019-03-31T22:33:30.993Z,32.8783103,-117.24230449999999,0,20.939,0,0,0,network,,,,,,,,100,,27,building,1
2019-03-31T22:34:37.311Z,32.8783173,-117.24230859999999,0,21.394000000000002,0,0,0,network,,,,,,,,100,,28,building,1
2019-03-31T22:35:39.680Z,32.878317200000005,-117.24230690000002,0,21.143,0,0,0,network,,,,,,,,100,,29,building,1
2019-03-31T22:36:41.741Z,32.878318300000004,-117.2423067,0,20.897,0,0,0,network,,,,,,,,100,,30,building,1
2019-03-31T22:38:00.167Z,32.8783145,-117.2423067,0,21.096999999999998,0,0,0,network,,,,,,,,100,,31,building,1
2019-03-31T22:39:17.232Z,32.878319399999995,-117.24230700000001,0,20.96,0,0,0,network,,,,,,,,100,,32,building,1
